DESCRIPCION|CODCIE9_1|CODCIE9_2|URGENCIA
TRAUMATISMO ABDOMINAL|922.2||0
TRAUMATISMO ABDOMINAL.|922.2||0
TRAUMATISMO ACCIDENTAL|924.9||0
TRAUMATISMO ANTEBRAZO|923.10||0
TRAUMATISMO ANTEBRAZO DCHO|923.10||0
TRAUMATISMO ANTEBRAZO IZ|923.10||0
TRAUMATISMO BRAZO DERECHO|923.9||0
TRAUMATISMO BRAZO IZ|923.9||0
TRAUMATISMO CADERA|924.01||0
TRAUMATISMO CARPO|923.21||0
TRAUMATISMO CARPO DERECHO|923.21||0
TRAUMATISMO CERVICAL|920||0
TRAUMATISMO CODO|923.11||0
TRAUMATISMO CODO IZ|923.11||0
TRAUMATISMO COLUMNA.|922.3||0
TRAUMATISMO CON HEMATOMAS|924.9||0
TRAUMATISMO COSTAL|922.1||0
TRAUMATISMO COSTAL.|922.1||0
TRAUMATISMO COSTAL CON CONTUSION|922.2||0
TRAUMATISMO COSTAL DCHO|922.1||0
TRAUMATISMO COSTAL DER|922.1||0
TRAUMATISMO COSTAL LUMBAR|922.3||0
TRAUMATISMO COSTO-ESTERNAL|922.2||0
TRAUMATISMO CRANEAL|850.9||0
TRAUMATISMO CRANEAL.|850.9||0
TRAUMATISMO CRANEAL SIN COMPROMISO NEUROLOGICO|850.0||0
TRAUMATISMO CRANEO ENCEFALICO|850.9||0
TRAUMATISMO CRANEO-ENCEFALICO|850.9||0
TRAUMATISMO CRANEOENCEFALICO|850.9||0
TRAUMATISMO CRANEOENCEFÁLICO CON CONMOCIÓN CEREBRAL|850.5||1
TRAUMATISMO CRANEOENCEFÁLICO CON CONTUSIÓN CEREBRAL|851.8||1
TRAUMATISMO CRANEOENCEFÁLICO CON HEMORRAGIA INTRACEREBRAL|853||1
TRAUMATISMO CRANEOENCEFÁLICO CON HEMORRAGIA SUBARACNOIDEA, SUBDURAL Y/O EXTRADURAL|852||1
TRAUMATISMO CRANEOENCEFÁLICO CON PÉRDIDA DE CONCIENCIA Y/O AMNESIA|854.02||1
TRAUMATISMO CRANEOENCEFALICO LEVE|850.9||0
TRAUMATISMO CRANEOENCEFALICO SIN PÉRDIDA DE CONCIENCIA|854.01||1
TRAUMATISMO DE CODO|923.11||0
TRAUMATISMO DE DEDO|924.9||0
TRAUMATISMO DE DEDOS|924.9||0
TRAUMATISMO DE HOMBRO|923.00|E928.9|0
TRAUMATISMO DE HOMBRO DERECHO|923.00|E928.9|0
TRAUMATISMO DE MUÑECA|923.21|E928.9|0
TRAUMATISMO DE MUÑECA DERECHA.|923.21|E928.9|0
TRAUMATISMO DE MUÑECA IZQ.|923.21|E928.9|0
TRAUMATISMO DE MUÑECA IZQUIERDA|923.21|E928.9|0
TRAUMATISMO DE PIE|924.20|E928.9|0
TRAUMATISMO DE PIERNAS|924.5||0
TRAUMATISMO DE PRIMER DEDO|924.9||0
TRAUMATISMO DE RODILLA|924.11|E928.9|0
TRAUMATISMO DE TOBILLO|924.21||0
TRAUMATISMO DEDO|924.9||0
TRAUMATISMO DEDO MANO|923.3||0
TRAUMATISMO DEDO MANO IZ|923.3||0
TRAUMATISMO DEDO MANO IZQUIERDA|923.3||0
TRAUMATISMO DEDO PIE|924.3||0
TRAUMATISMO DEDO PIE IZQUIERDO|924.3||0
TRAUMATISMO DEDO PRIMERO PIE IZ|924.3||0
TRAUMATISMO DEDO 1º MANO DCHA|923.3||0
TRAUMATISMO DEDOS|924.9||0
TRAUMATISMO DEDOS MANO|923.3||0
TRAUMATISMO DEDOS PIE|924.3||0
TRAUMATISMO DENTAL|873.63||0
TRAUMATISMO DORSAL|922.3||0
TRAUMATISMO EN AMBAS RODILLAS|924.11|E928.9|0
TRAUMATISMO EN BRAZO|923.9||0
TRAUMATISMO EN CODO|923.11||0
TRAUMATISMO EN COXIS|922.3||0
TRAUMATISMO EN DEDO|924.9||0
TRAUMATISMO EN HOMBRO|923.00|E928.9|0
TRAUMATISMO EN HOMBRO DERECHO|923.00|E928.9|0
TRAUMATISMO EN LAGRIMAL DE OJO IZQUIERDO|921.2||0
TRAUMATISMO EN MAMA|922.0||0
TRAUMATISMO EN MANO|923.20|E928.9|0
TRAUMATISMO EN MANO DERECHA|923.20|E928.9|0
TRAUMATISMO EN MUÑECAS|923.21|E928.9|0
TRAUMATISMO EN PIE|924.20|E928.9|0
TRAUMATISMO EN RODILLA|924.11|E928.9|0
TRAUMATISMO EN SACRO|922.3||0
TRAUMATISMO EN TALON|924.20||0
TRAUMATISMO EN TORAX|922.1|E928.9|0
TRAUMATISMO ESTERNAL|922.1||0
TRAUMATISMO ESTERNAL LEVE|922.1||0
TRAUMATISMO FACIAL|920||0
TRAUMATISMO FALANGE 5º DEDO MANO IZQDA.|923.3||0
TRAUMATISMO FORTUITO EN COXIS|922.3||0
TRAUMATISMO FRONTAL|920||0
TRAUMATISMO GEMELAR DERECHO|924.10||0
TRAUMATISMO GEMELAR IZQUIERDO|924.10||0
TRAUMATISMO HOMBRO|923.00|E928.9|0
TRAUMATISMO HOMBRO DERECHO|923.00|E928.9|0
TRAUMATISMO HOMBRO IZQUIERDO|923.00|E928.9|0
TRAUMATISMO INTERFALANGICO|924.9||0
TRAUMATISMO LUMBAR|922.3||0
TRAUMATISMO LUMBO SACRO|922.3||0
TRAUMATISMO LUMBO-SACRO|922.3||0
TRAUMATISMO MAMA IZQ|922.0||0
TRAUMATISMO MANDIBULA|920||0
TRAUMATISMO MANDIBULAR Y RODILLA|924.8||0
TRAUMATISMO MANO|923.20|E928.9|0
TRAUMATISMO MANO DERECHA|923.20|E928.9|0
TRAUMATISMO MANO IZQ|923.20|E928.9|0
TRAUMATISMO MANO IZQUIERDA|923.20|E928.9|0
TRAUMATISMO MANO IZQUIERDA.|923.20|E928.9|0
TRAUMATISMO MANO Y PIE|923.20|924.20|0
TRAUMATISMO MANOS DERECHA|923.20|E928.9|0
TRAUMATISMO METACARPO IZQUIERDO|923.20||0
TRAUMATISMO METACARPOFALANGICO|923.3||0
TRAUMATISMO MIEMBRO INFERIOR|924.5||0
TRAUMATISMO MUÑECA|923.21|E928.9|0
TRAUMATISMO MUÑECA DERECHA|923.21|E928.9|0
TRAUMATISMO MUÑECA IZQUIERDA|923.21|E928.9|0
TRAUMATISMO NASAL|920||0
TRAUMATISMO NASAL.|920||0
TRAUMATISMO OCULAR|921.9||0
TRAUMATISMO OCULAR DERECHO|921.9||0
TRAUMATISMO OJO IZQ|921.9||0
TRAUMATISMO OJO IZQDO|921.9||0
TRAUMATISMO OJO IZQUIERDO|921.9||0
TRAUMATISMO PARIETAL DERECHO|800.00||0
TRAUMATISMO PIE|924.20|E928.9|0
TRAUMATISMO PIE DCHO|924.20|E928.9|0
TRAUMATISMO PIE DER|924.20|E928.9|0
TRAUMATISMO PIE DERECHO|924.20|E928.9|0
TRAUMATISMO PIE IZ|924.20|E928.9|0
TRAUMATISMO PIE IZDO|924.20|E928.9|0
TRAUMATISMO PIE IZQUIERDO|924.20|E928.9|0
TRAUMATISMO PIERNA|924.5||0
TRAUMATISMO PIERNA DCHA|924.5||0
TRAUMATISMO PIERNA DERECHA|924.5||0
TRAUMATISMO PIERNA IZQ.|924.5||0
TRAUMATISMO REGION SACROCOXIGEA|922.3||0
TRAUMATISMO RENAL|866.00|E928.9|0
TRAUMATISMO RODILLA|924.11|E928.9|0
TRAUMATISMO RODILLA DCHA|924.11|E928.9|0
TRAUMATISMO RODILLA DERECHA|924.11|E928.9|0
TRAUMATISMO RODILLA IZQUIERDA|924.11|E928.9|0
TRAUMATISMO RODILLA POR DISTENSION|924.11||0
TRAUMATISMO ROTULA|924.11||0
TRAUMATISMO SACRO|922.3||0
TRAUMATISMO SACROCOCCIGEO|922.3||0
TRAUMATISMO SOBRE NEVUS|216.9||0
TRAUMATISMO TCE.|850.9||0
TRAUMATISMO TEMPORAL|920||0
TRAUMATISMO TERCER DEDO|924.9||0
TRAUMATISMO TERCER DEDO MANO|923.3||0
TRAUMATISMO TOBILLO|924.21||0
TRAUMATISMO TOBILLO DCH|924.21||0
TRAUMATISMO TOBILLO DERECHO.|924.21||0
TRAUMATISMO TOBILLO IZ|924.21||0
TRAUMATISMO TOBILLO IZDO.|924.21||0
TRAUMATISMO TOBILLO LEVE|924.21||0
TRAUMATISMO TORACICO|922.1|E928.9|0
TRAUMATISMO TORACICO POR CAIDA|922.1||0
TRAUMATISMO TORAX|922.1|E928.9|0
TRAUMATISMO UROLOGICO|867.8||0
TRAUMATISMO Y EROSIONES|924.9||0
TRAUMATISMO 1º DEDO|924.9||0
TRAUMATISMO 1º DEDO MANO DERECHA|923.3||0
TRAUMATISMO 1º DEDO PIE IZQUIERDO|924.3||0
TRAUMATISMO 2º DEDO MANO DERECHA|923.3||0
TRAUMATISMO 3 DEDO MANO DERECHA|923.3||0
TRAUMATISMO 3º DEDO MANO IZQ|923.3||0
TRAUMATISMO 3º DEDO PIE DERECHO|924.3||0
TRAUMATISMO 3º DEDO PIE IZ|924.3||0
TRAUMATISMO 3 DEDOS MANO IZ|923.3||0
TRAUMATISMO 4º DEDO MANO IZQUIERDA|923.3||0
TRAUMATISMO 5º DEDO|924.9||0
TRAUMATISMO 5º DEDO IZQUIERDO|924.9||0
TRAUMATISMO 5º DEDO MANO IZQUIERDA|923.3||0
TRAUMATISMO 5º DEDO PIE|924.3||0
TRAUMATISMO 5º DEDO PIE DERECHO|924.3||0
TRAUMATISMO 5º DEDO PIE IZDO|924.3||0
TRAUMATISMO 5º DEDO PIE IZQUIERDO|924.3||0
TRAUMATISMO 5º METACARPIANO|923.3||0
TRAUMATISMO 5 METACARPIANO|923.3||0
TRAVESTISMO|F65.1||0
TRAVESTISMO|F64.1||0
TREPANACION OIDOS|V67.0||0
TRES CESAREAS|V13.2||0
TRES HIJOS SEPARADOS|V61.9||0
TRICOMONIASIS|131.9||0
TRICOMONIASIS VAGINAL|131.01||0
TRISMUS|781.0||0
TROCANTERITIS|716.95||0
TROCANTERITIS AGUDA|716.95||0
TROCANTERITIS DERECHA|716.95||0
TROCANTERITIS DERECHA .|716.95||0
TROCANTERITIS IZQ|716.95||0
TROCANTERITIS IZQ.|716.95||0
TROCANTERITIS IZQUIERDA|716.95||0
TROMBO DE VENA TEMPORAL INFERIOR|434.00||0
TROMBO EN APEX CARDIACO|410.90||0
TROMBOANGEITIS OBLITERANTE|443.1||0
TROMBOCITEMIA|238.7||0
TROMBOCITEMIA ESENCIAL|238.7||0
TROMBOCITOPENIA|287.5||0
TROMBOCITOPENIA AUTOINMUNE|287.3||0
TROMBOCITOSIS|289.9||0
TROMBOCITOSIS ESENCIAL|289.9||0
TROMBOCITOSIS LEVE|289.9||0
TROMBOCITOSIS REACTIVA|289.9||0
TROMBOEMBOLIA BRAZO DERECHO|444.21||0
TROMBOEMBOLIA PULMONAR|415.19||0
TROMBOEMBOLISMO PULMONAR|415.19||0
TROMBOEMBOLISMO PULMONAR|415.1||1
TROMBOEMBOLISMO PULMONAR.|415.19||0
TROMBOEMBOLISMO PULMONAR MASIVA|415.19||0
TROMBOEMBOLISMO PULMONAR MASIVO|415.19||0
TROMBOFLEBITIS|451.9||0
TROMBOFLEBITIS BILATERAL MMII|451.2||0
TROMBOFLEBITIS BRAZO DCHO|451.84||0
TROMBOFLEBITIS CON EMBOLIA|444.9||0
TROMBOFLEBITIS DE MII|451.2||0
TROMBOFLEBITIS DE REPETICION|451.9||0
TROMBOFLEBITIS DECH.|451.9||0
TROMBOFLEBITIS DERCH.|451.9||0
TROMBOFLEBITIS EN PIERNA DERECHA|451.2||0
TROMBOFLEBITIS IZQ|451.9||0
TROMBOFLEBITIS M I IZ|451.2||0
TROMBOFLEBITIS M.I.D.|451.2||0
TROMBOFLEBITIS MID|451.2||0
TROMBOFLEBITIS MIDCHO|451.2||0
TROMBOFLEBITIS MIEMBRO INFERIOR DERECHO|451.2||0
TROMBOFLEBITIS MIEMBRO SUPERIOR DERECHO|451.84||0
TROMBOFLEBITIS MIEMBRO.INF.IZDO|451.2||0
TROMBOFLEBITIS MII|451.2||0
TROMBOFLEBITIS MIIZDO|451.2||0
TROMBOFLEBITIS MMII|451.2||0
TROMBOFLEBITIS MMII ANTIGUA|V12.52||0
TROMBOFLEBITIS PIERNA DCHA|451.2||0
TROMBOFLEBITIS PIERNA DERECHA|451.2||0
TROMBOFLEBITIS PIERNA IZ|451.2||0
TROMBOFLEBITIS PIERNA IZDA|451.2||0
TROMBOFLEBITIS PIERNA IZQUIERDA|451.2||0
TROMBOFLEBITIS PROFUNDA|451.19||0
TROMBOFLEBITIS PROFUNDA BILATERAL|451.19||0
TROMBOFLEBITIS PROFUNDA MII|451.2||0
TROMBOFLEBITIS PROFUNDA PIERNA|451.1||1
TROMBOFLEBITIS SAFENA DECHA.|451.0||0
TROMBOFLEBITIS SAFENA EXTERNA|451.0||0
TROMBOFLEBITIS SUPERFICIAL|451.9||0
TROMBOFLEBITIS SUPERFICIAL PIERNA DECH.|451.0||0
TROMBOFLEBITIS SUPERFICIAL RESUELTA|V12.52||0
TROMBOFLEBITIS SUPERIFICIAL PIERNA|451.0||1
TROMBOFLEBITIS VENA SAFENA|451.0||0
TROMBOPENIA|287.5||0
TROMBOPENIA CRONICA IDIOPATICA|287.9||0
TROMBOPENIA NO ESTUDIADA|287.3||0
TROMBOPENIA Y LEUCOPENIA CRONICAS LEVES|287.5|288.0|0
TROMBOSIS ARTERIA CAROTIDA INTERNA DECHA|433.10||0
TROMBOSIS ARTERIA CENTRAL RETINA|362.31||0
TROMBOSIS ARTERIA CENTRAL RETINA OI|362.31||0
TROMBOSIS CAROTIDEA|433.10||0
TROMBOSIS CEREBRAL|434.00||0
TROMBOSIS DE LA ARTERIA CENTRAL RETINA87|362.31||0
TROMBOSIS DE LA VENA CAVA|453.2||1
TROMBOSIS DE LA VENA DE LA RETINA|362.36||0
TROMBOSIS DE LA VENA PORTAL|452||0
TROMBOSIS DE VENA CENTRAL DE RETINA|362.35||0
TROMBOSIS DE VENA DE RETINA IZQUIERDA|362.35||0
TROMBOSIS HEMORROIDAL|455.7||0
TROMBOSIS HEMORROIDAL.|455.7||0
TROMBOSIS ILIO-FEMORAL|451.11||0
TROMBOSIS OCULAR|362.30||0
TROMBOSIS OJO IZDO.|362.30||0
TROMBOSIS PORTAL|452||0
TROMBOSIS RETINIANA|362.30||0
TROMBOSIS RETINIANA OJO DERECHO|362.30||0
TROMBOSIS SUPERFICIAL PIERNA IZQUIERDA.|451.0||0
TROMBOSIS VENA CENTRAL DE LA RETINA|362.35||0
TROMBOSIS VENA CENTRAL RETINA|362.35||0
TROMBOSIS VENA CENTRAL RETINA DERCHA|362.35||0
TROMBOSIS VENA CENTRAL RETINA OJO DCHO|362.35||0
TROMBOSIS VENOSA|453.9||0
TROMBOSIS VENOSA ANTIGUA OJO DERECHO|V12.51||0
TROMBOSIS VENOSA MMII|451.2||0
TROMBOSIS VENOSA OD|362.36||0
TROMBOSIS VENOSA OJO DERECHO 1995|362.30||0
TROMBOSIS VENOSA PROFUNDA|453.9||0
TROMBOSIS VENOSA PROFUNDA.|453.9||0
TROMBOSIS VENOSA PROFUNDA ANTIGUA|V12.51||0
TROMBOSIS VENOSA PROFUNDA DE MMII|451.19||0
TROMBOSIS VENOSA PROFUNDA DE REPETICION|453.9||0
TROMBOSIS VENOSA PROFUNDA EN MID|451.19||0
TROMBOSIS VENOSA PROFUNDA MID|451.19||0
TROMBOSIS VENOSA PROFUNDA MII|451.19||0
TROMBOSIS VENOSA PROFUNDA SURAL EII IZQD|451.19||0
TROMBOSIS VENOSA PROFUNDA SURAL M.I.IZQD|451.19||0
TROMBOSIS VENOSA RETINA OJO DERECHO|362.36||0
TROMBOSIS VENOSA SUPERFICIAL|453.9||0
TSH ELEVADA|794.5||0
TSH ELEVADA CON T3 Y T4 NORMALES|794.5||0
TSH LIGERA ELEVACION CON T4 NORMAL|794.5||0
TTº ANTIDEPRESIVO SALUD MENTAL|311||0
TTº DESHABITUACION TOXICOMANIA|304.93||0
TTº ERRADICADOR H.PYLORI|041.86||0
TTº INFECCION URINARIA RECURRENTE|599.0||0
TTº POST RADIOTERAPIA|V67.1||0
TTº QUIMIOTERAPICO|V67.2||0
TTNO. DEPRESIVO|311||0
TTNO PSIQUIATRICO A FILIAR HACE AÑOS|780.9||0
TTO ANTIDEPRESIVO|311||0
TTO ANTIRRETROVIRALES|042||0
TTO CON ACHO|V25.41||0
TTO. CON ANTICONCEPTIVOS ORALES|V25.41||0
TTO CON ANTIRRETROVIRALES|042||0
TTO. CON CITOSTATICOS|V67.2||0
TTO CON HORMONA CRECIMIENTO|253.3||0
TTO. CON INSULINA|250.01||0
TTO CON METADONA|304.93||0
TTO. CON SINTROM|V58.61||0
TTO CON SINTROM|V58.61||0
TTO CON SINTRON|V58.61||0
TTO DE T.H.S.|V07.4||0
TTO HNAL.SUSTITUTIVO|V07.4||0
TTO HORMONAL. MENOPAUSIA|627.2|V07.4|0
TTO. HORMONAL SUSTI|V07.4||0
TTO. HORMONAL SUSTI.|V07.4||0
TTO. HORMONAL SUSTITUTIVO|V07.4||0
TTO. HORMONAL SUSTITUTIVO.|V07.4||0
TTO HORMONAL. SUSTITUTIVO|V07.4||0
TTO HORMONAL SUSTITUTIVO|V07.4||0
TTO. HORMONAL SUSTITUTIVO 1997.|V07.4||0
TTO HORMONAL SUSTITUTORIO|V07.4||0
TTO METADONA|304.93||0
TTO QUIMIOTERAPICO|V67.2||0
TTO RADIOTERAPIA CON REMISION TOTAL|V67.2||0
TUBARITIS|614.2||0
TUBARITIS OIDO DERECHO|381.50||0
TUBERCULOSIS|011.90||0
TUBERCULOSIS (EXCLUIDO: TB GENERAL A70)|011.90||0
TUBERCULOSIS GANGLIONAR|017.20||0
TUBERCULOSIS GANGLIONAR.|017.20||0
TUBERCULOSIS PULMONAR|011.90||0
TUBERCULOSIS PULMONAR.|011.90||0
TUBERCULOSIS PULMONAR RESIDUAL|137.0||0
TUBERCULOSIS RENAL|016.00||0
TUBERCULOSIS VERTEBRAL|015.00||0
TUMEFACCION CUELLO|784.2||0
TUMEFACCION DE GLANDULA PAROTIDA|527.9||0
TUMEFACCION DE PAROTIDA|527.2||0
TUMEFACCION EN PAROTIDA|527.2||0
TUMEFACCION MANO|729.81||0
TUMEFACCION O MASA EN CABEZA O CUELLO|784.2||1
TUMEFACCION RODILLA DERECHA|729.81||0
TUMEFACCION TOBILLO IZQ|719.07||0
TUMOR CEREBRAL FRONTO-PARIETAL DERECHO|239.6||0
TUMOR CEREBRAL INTERVENIDO|239.6|V67.0|0
TUMOR DORSO MANO|239.2||0
TUMOR EN LENGUA|239.0||0
TUMOR FARINGEO INTERVENIDO|239.0|V67.0|0
TUMOR LARINGEO|239.1||0
TUMOR MALIGNO DE PARED TORACICA|195.1||0
TUMOR MAMA DERECHA|239.3||0
TUMOR MAMARIO|239.3||0
TUMOR MAMARIO BENIGNO|217||0
TUMOR MAMARIO DCHO. BENIGNO|217||0
TUMOR MEDIASTINICO|239.8||0
TUMOR MIXTO DE PAROTIDA|210.2||0
TUMOR ORBITAL INTERVENIDO|239.8|V67.0|0
TUMOR PROSTATICO BENIGNO EN ESTUDIO|222.2||0
TUMOR RENAL DERECHO|239.5||0
TUMOR TORACICO|195.1||0
TUMOR UTERINO MALIGNO|179||0
TUMOR VASCULAR|239.2||0
TUMOR VELLOSO RECTO, INTERVENIDO|V45.3||0
TUMOR VESICAL|239.4||0
TUMORACION  DERMICA OCCIPITAL|784.2||0
TUMORACION ABDOMINAL|789.30||0
TUMORACION ADRENAL DCHA|255.9||0
TUMORACION ALA NASAL|784.2||0
TUMORACION ANGULO MANDIBULAR IZQ|784.2||0
TUMORACION ANTEBRAZO|729.89||0
TUMORACION BASE DE LENGUA|529.8||0
TUMORACION BENIGNA EN MAMA|611.72||0
TUMORACION BENIGNA EN PIERNA|729.89||0
TUMORACION BLANDA EN ABDOMEN|789.30||0
TUMORACION BLANDA EN DORSO DE PIE|729.89||0
TUMORACION BLANDA SUPERFICIAL TORAX|709.8||0
TUMORACION CERVICAL|784.2||0
TUMORACION CERVICAL.|784.2||0
TUMORACION CLAVICULA IZDA|733.99||0
TUMORACION COSTAL|733.99||0
TUMORACION CRANEO|784.2||0
TUMORACION CUELLO|784.2||0
TUMORACION CUTANEA|709.8||0
TUMORACION DE PANCREAS|577.8||0
TUMORACION DEDO MANO|729.89||0
TUMORACION DEDO PIE|729.89||0
TUMORACION DORSO MANO|729.89||0
TUMORACION DORSO MANO DCHA|729.89||0
TUMORACION EN AREOLA DERECHA.|611.72||0
TUMORACION EN ARTICULACION CUARTO DEDO|729.89||0
TUMORACION EN AXILA|785.6||0
TUMORACION EN CIELO BOCA|528.9||0
TUMORACION EN CUERO CABELLUDO|784.2||0
TUMORACION EN FOSA ILIACA DERECHA|789.33||0
TUMORACION EN GLUTEO DERECHO|782.2||0
TUMORACION EN HOMBRO|733.99||0
TUMORACION EN LA CARA|784.2||0
TUMORACION EN LA NARIZ|784.2||0
TUMORACION EN LENGUA|529.8||0
TUMORACION EN MAMA|611.72||0
TUMORACION EN MAMA DCHA|611.72||0
TUMORACION EN MAMA DCHA CSE|611.72||0
TUMORACION EN MAMA DERECHA|611.72||0
TUMORACION EN MAMA IZQ|611.72||0
TUMORACION EN MAMILA DERECHA|611.72||0
TUMORACION EN MANO|729.89||0
TUMORACION EN PABELLON AUDITIVO|784.2||0
TUMORACION EN PENE|607.89||0
TUMORACION EN PIE|729.89||0
TUMORACION EN PIERNA|729.89||0
TUMORACION EN REGION LUMBAR|782.2||0
TUMORACION EN REGION RETROAREOLAR|611.72||0
TUMORACION EN TIBIA DERECHA|733.99||0
TUMORACION EN VULVA|625.8||0
TUMORACION EN 3 METACARPO|729.89||0
TUMORACION ESTERNAL|733.99||0
TUMORACION FLANCO DERECHO|789.30||0
TUMORACION GRASA EN TORAX|706.2||0
TUMORACION HUMERO IZQ|733.99||0
TUMORACION INGUINAL|789.39||0
TUMORACION INTERGLUTEA|782.2||0
TUMORACION LARINGEA|478.4||0
TUMORACION MAMA|611.72||0
TUMORACION MAMA DERECHA|611.72||0
TUMORACION MAMA IZDA|611.72||0
TUMORACION MAMA IZQUIERDA|611.72||0
TUMORACION MAMARIA|611.72||0
TUMORACION MANO|729.89||0
TUMORACION OSEA|733.99||0
TUMORACION OSEA CLAVICULAR|733.99||0
TUMORACION PIERNA|729.89||0
TUMORACION POMULO DERECHO|784.2||0
TUMORACION PRETIBIAL|782.2||0
TUMORACION QUERATOSICA|701.1||0
TUMORACION RETROAREOLAR|611.72||0
TUMORACION RETROAREOLAR EN MAMA DCHA|611.72||0
TUMORACION RETROAURICULAR|784.2||0
TUMORACION RETROMAMARIA|611.72||0
TUMORACION RODILLA|729.89||0
TUMORACION SUBLINGUAL.|528.7||0
TUMORACION SUBMENTONIANA|784.2||0
TUMORACION SUPERFICIAL CERVICAL|784.2||0
TUMORACION SUPRACLAVICULAR|784.2||0
TUMORACION TERCIO INFERIOR PIERNA IZ|729.89||0
TUMORACION TESTICULAR IZDA|608.4||0
TUMORACION TESTICULO|608.4||0
TUMORACION TESTICULO IZQUIERDO|608.4||0
TUMORACION TIROIDEA EN ESTUDIO|246.9||0
TUMORACION UMBILICAL|789.30||0
TUMORACION VAGINAL|625.8||0
TUMORACION VESICAL|239.4||0
TUMORACION 1/3 INFERIOR PIERNA IZ|729.89||0
TUMORACIONES QUISTICAS EN AXILA|706.2||0
TUMORACIONES SUBMAXILARES|784.2||0
TUMORES|239.9||0
TUNEL CARPIANO|354.0||0
TUNEL CARPIANO BILATERAL|354.0||0
TUNEL CARPIANO DECHO|354.0||0
TUNEL CARPIANO DECHO-INTERVENIDO|V67.0||0
TUNEL CARPIANO DERECHO|354.0||0
TUNEL CARPIANO IZDO|354.0||0
TUNEL CARPIANO IZQ|354.0||0
TUNEL CARPIANO IZQ.|354.0||0
TUNEL CARPIANO IZQUIERDO|354.0||0
TUNEL DEL CARPO|354.0||0
TVP|453.9||0
TVP DE MID|451.19||0
TVP EN EID 1998|451.19||0
TVP EN EII (1993)|451.19||0
TVP EN MID|451.19||0
TVP EN MID.TROMBOEMBOLISMO PULMONAR|453.9|415.19|0
TVP EN MII|451.19||0
TVP EN MII MAYO 98|451.19||0
TVP FEMORO POPLITEA IZQ|451.19||0
TVP MIEMBRO INFERIOR IZQUIERDO|451.19||0
TVP POPLITEO Y FEMORAL DERECHO|451.19||0
TVP TRAS PROTESIS DE RODILLA IZQ|996.77|451.19|0
UDVP|304.90||0
ULCERA|707.9||0
ULCERA ANTRAL|531.90||0
ULCERA BORDE LATERAL DEL PIE|707.1||0
ULCERA BULBAR|532.90||0
ULCERA BULBAR CRONICA REACTIVADA|532.90||0
ULCERA BULBAR FIBRINADA|532.70||0
ULCERA BULBAR UREASA POSITIVA|532.90||0
ULCERA CERVICAL|622.0||0
ULCERA CERVIX|622.0||0
ULCERA CORNEAL|370.00||0
ULCERA CORNEAL|370.00||1
ULCERA CORNEAL, CONTROL|370.00||0
ULCERA CORNEAL CRONICA|370.00||0
ULCERA CORNEAL IZQ|370.00||0
ULCERA CORNEAL IZQ.|370.00||0
ULCERA CORNEAL IZQUIERDA|370.00||0
ULCERA CORNEAL OJO DERECHO|370.00||0
ULCERA CORNEAL OJO IZQ|370.00||0
ULCERA CORNEAL OJO IZQUIERDO|370.00||0
ULCERA CORNEAL POR CUERPOS EXTRAÑO|930.0|E914|0
ULCERA CORNEAL POSTRAUMATICA|370.00||0
ULCERA CRONICA DE LA PIEL/ULCERA POR DEC|707.9||0
ULCERA CRONICA EN PIERNA|707.1||1
ULCERA CRONICA PIERNA|707.1||0
ULCERA CRONICA PIERNA D|707.1||0
ULCERA CUELLO UTERINO|622.0||0
ULCERA CUTANEA|707.9||0
ULCERA CUTANEA EN MIEMBRO AMPUTADO|997.69|V49.70|0
ULCERA CUTANEA INFECTADA|707.9|686.9|0
ULCERA CUTANEA SOBREINFECTADA|707.9|686.9|0
ULCERA DE DECUBITO|707.0||0
ULCERA DE DECUBITO EN SACRO|707.0||0
ULCERA DE DECUBITO EN TALON DERECHO|707.0||0
ULCERA DE DECUBITO INFECTADA|707.0||0
ULCERA DE DECUBITO INTERGLUTEA|707.0||0
ULCERA DE DUODENO|532.90||0
ULCERA DE ESOFAGO|530.2||0
ULCERA DE PIEL|707.9||0
ULCERA DE PRESION|707.0||0
ULCERA DE PRESION LEVE|707.0||0
ULCERA DECUBITO|707.0||0
ULCERA DECUBITO GLUTEO DERECHO|707.0||0
ULCERA DECUBITO INFECTADA|707.0||0
ULCERA DIABETICA|250.80|707.9|0
ULCERA DIABETICA EN TALON|250.80|707.1|0
ULCERA DIABETICA PIE D|250.80|707.1|0
ULCERA DUODENAL|532.90||0
ULCERA DUODENAL.|532.90||0
ULCERA DUODENAL CON HDA|532.40||0
ULCERA DUODENAL CRONICA|532.70||0
ULCERA DUODENO|532.90||0
ULCERA EN AMIGDALA IZQUIERDA|474.8||0
ULCERA EN DEDO|707.9||0
ULCERA EN DEDO PIE|707.1||0
ULCERA EN EEII|707.1||0
ULCERA EN GLANDE|607.89||0
ULCERA EN LABIO|528.5||0
ULCERA EN LABIO INFERIOR|528.5||0
ULCERA EN LENGUA|529.0||0
ULCERA EN MALEOLO EXTERNO|707.1||0
ULCERA EN MUSLO|707.9||0
ULCERA EN PARTE INTERNA DE LABIO INFERIOR|528.5||0
ULCERA EN PIE|707.1||0
ULCERA EN PIE DCHO|707.1||0
ULCERA EN PIE DERECHO|707.1||0
ULCERA EN PIE DIABETICO|250.80|707.1|0
ULCERA EN PIE INFECTADA|707.1||0
ULCERA EN PIEL|707.9||0
ULCERA EN PIERNA|707.1||0
