NOM_CODIGO|NOM_DENOMINACION
730846|ZOLPIDEM RIMAFAR 10MG 30 COMPRIM RECUB PELIC EFG
730861|ZOLPIDEM DAVUR 5MG 30 COMPRIMIDOS
730879|ZOLPIDEM DAVUR 10MG 30 COMPRIMIDOS EFG
730887|ESTRADERM MATRIX 50MCG 8 PARCHES TRANSDERMICOS
730895|GERBIN 100MG 20 COMPRIMIDOS RECUBIERTOS
730937|PENTOXIFILINA ALTER 400MG 60 COMP LIBER PROL EFG
731026|CLORURO MORFICO 2% INYECTABLE 10 AMPOLLAS 2ML
731083|CLAMOXYL 250MG 16 SOBRES
731091|CLAMOXYL 100MG/ML 20ML GOTAS PEDIATRICAS SOL ORAL
731109|CLAMOXYL MUCOLITICO 250/4 60ML SUSPENSION
731117|CLAMOXYL MUCOLITICO 500/8 12 CAPSULAS
731125|CLAMOXYL 125MG 16 SOBRES
731133|CLAMOXYL 500MG 12 CAPSULAS DURAS
731141|CLAMOXYL 750MG 12 TABLETAS
731166|SUNIDERMA 0,127% 50G POMADA
731190|CIPROFLOXACINO MABO 750MG 20 COMPRIMIDOS RECUB EFG
731208|PAROXETINA MUNDOGEN 20MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG
731216|ACETILCISTEINA BEXAL 600MG 20 COMP EFE EFG
731224|CLINADIL 50ML SOLUCION GOTAS
731299|METOJECT 10MG/ML 1 JER CON AGUJA 2,5ML/25MG SOL IN
731323|REXILEN 100MG 12 CAPSULAS
731349|BOOSTRIX 1 JERINGA PRECARGADA 0,5ML SUSP INYECT
731356|CLOMIFEN 25MG 20 CAPSULAS
731398|FLUOXETINA RANBAXY 20MG 60 CAPSULAS DURAS EFG
731406|LIDOCAINA CLORHIDRATO 1% FRESENIUS KABI 1 AMP 10ML
731422|LIDOCAINA CLORHIDRATO 5% FRESENIUS KABI 1 AMP 10ML
731430|AZITROMICINA ARAFARMA 500MG 3 SOBRES PO SUS OR EFG
731448|AZITROMICINA ARAFARMA 250MG 6 SOBRES PO SUS OR EFG
731505|QUIPRO 500MG 10 COMPRIMIDOS RECUBIERTOS
731521|LIDOCAINA CLORHIDRATO 2% FRESENIUS KABI 1 AMP 10ML
731547|VAMIN NOVUM 18 SIN ELECTROLITOS 1 BO 500ML
731554|VAMIN NOVUM 18 SIN ELECTROLITOS 1 BO 750ML
731562|VAMIN NOVUM 18 SIN ELECTROLITO 1 BO 1000ML
731596|AZITROMICINA ARAFARMA 500MG 3 COMP RECUB PELIC EFG
731604|QUIPRO 250MG 10 COMPRIMIDOS RECUBIERTOS
731646|VAMIN NOVUM 18 SIN ELECTROLITO 12 BO 500ML
731653|AZITROMICINA ARAFARMA 200MG/5ML 15ML POL SU OR EFG
731661|VAMIN NOVUM 18 SIN ELECTROLITO 8 BO 750ML
731679|ENEAS  10/20MG   30 COMPRIMIDOS
731687|ENIT 10/20MG 30 COMPRIMIDOS
731737|TILCOTIL ROCHE 20MG 20 COMPRIMIDOS
731794|AMOXICILINA/CLAVULANICO MERCK  875/125 MG 24 COMPR REC EFG
731802|BRITAMOX 500MG 12 CAPSULAS
731851|CIPROFLOXACINO BEXAL 250MG 10 COMPRIMIDOS RECUBIERTOS  EFG
731869|QUIPRO 500MG 20 COMPRIMIDOS RECUBIERTOS
731919|ACUPREL 5MG 60 COMPRIMIDOS RECUBIERTOS
731984|FLUOXETINA ALTER 20MG 60 CAPSULAS DURAS EFG
731992|CIPROFLOXACINO BEXAL 250MG 20 COMPRIMIDOS RECUBIERTOS EFG
732032|IMAGOPAQUE 300MGI/ML 50ML INYECTABLE
732040|IMAGOPAQUE 300MGI/ML 100ML INYECTABLE
732057|IMAGOPAQUE 350MGI/ML 50ML INYECTABLE
732065|IMAGOPAQUE 350MGI/ML 100ML INYECTABLE
732107|AZITROMICINA ARAFARMA 200MG/5ML 30ML POL SU OR EFG
732115|CEDAX 400MG 6 CAPSULAS
732123|KINET 5MG/5ML 100ML SUSPENSION
732131|KINET 5MG/5ML 200ML SUSPENSION
732149|ALBUMINA HUMANA 20% BAXTER, SOLUCION PARA PERFUSION INTRAVENOSA 100
732156|SEPTOCIPRO 250 250MG 20 COMPRIMIDOS
732164|VAMIN NOVUM 18 SIN ELECTROLITOS 6 BO 1000ML
732172|SERTRALINA MERCK 50MG 30 COMPRMIDOS EFG
732180|SEPTOCIPRO 500 500MG 10 COMPRIMIDOS
732198|CIPROFLOXACINO BEXAL 750MG 10 COMPRIMIDOS RECUBIERTOS  EFG
732289|KINET 5 5MG 30 COMPRIMIDOS
732297|SERTRALINA MERCK 100MG 30 COMPRIMIDOS EFG
732305|PAROXETINA TARBIS 20MG 14 COMPRIM RECUB PELIC EFG
732313|KINET 5 5MG 60 COMPRIMIDOS
732339|RANITIDINA TARBIS 300MG 28 COMPRIMIDOS RECUB EFG
732388|RANITIDINA TARBIS 150MG 28 COMPRIMIDOS RECUB EFG
732396|CO-AMOXIN 250MG 60ML SUSP EXTEMPORANEA
732420|CO-AMOXIN 500MG 12 CAPSULAS
732446|SEPTOCIPRO 500 500MG 20 COMPRIMIDOS
732461|CO-FLUOCIN FUERTE 0.1% 15G CREMA
732479|CO-FLUOCIN FUERTE 0.1% 30G CREMA
732487|CORTIESPEC 0,025% 30G CREMA
732529|RANITIDINA TARBIS 300MG 14 COMPRIMIDOS RECUB EFG
732545|ULCERAL 40MG 14 CAPSULAS
732578|REUTENOX 20MG 20 COMPRIMIDOS
732586|QUIPRO 250MG 20 COMPRIMIDOS RECUBIERTOS
732594|CIPROFLOXACINO CINFA 750MG 10 COMPRIM RECUB EFG
732602|SEPTOCIPRO 750 750MG 10 COMPRIMIDOS
732644|ULCERAL 40MG 28 CAPSULAS
732669|CIPROFLOXACINO BEXAL 500MG 10 COMPRIMIDOS RECUBIERTOS EFG
732677|CIPROFLOXACINO BEXAL 500MG 20 COMPRIMIDOS RECUBIERTOS  EFG
732685|KETOCONAZOL JUVENTUS 2% 20MG 100ML GEL EFG
732693|KINET 10 10MG 50 COMPRIMIDOS
732727|FLUOXETINA SUMOL 20MG 14 CAPSULAS GELAT DURA EFG
732917|CODEISAN 28,7MG 10 COMPRIMIDOS
732925|CODEISAN 28,7MG 20 COMPRIMIDOS
733048|PAROXETINA TARBIS 20MG 28 COMPRIM RECUB PELIC EFG
733196|PAROXETINA TARBIS 20MG 56 COMPRIM RECUB PELIC EFG
733212|COLCHIMAX 60 COMPRIMIDOS
733238|AZITROMICINA DAVUR 500MG 3 COMP RECUB PELIC EFG
733279|ESCLEBIN 400MG 20 COMPRIMIDOS
733287|COLEGRAF 500MG 6 COMPRIMIDOS
733295|COLEGRAF 500MG 9 COMPRIMIDOS
733303|FLUOXETINA SUMOL 20MG 28 CAPSULAS GELAT DURA EFG
733337|BIOCEF 400MG 6 CAPSULAS
733345|BIOCEF 180MG/5ML 60ML POLVO PARA DISOLUCION
733386|SERC 8MG/ML 60ML GOTAS SOLUCION ORAL
733444|AZITROMICINA DAVUR 200MG/5ML 1 FR 15ML POLVO SUSP OR EFG
733451|AZITROMICINA DAVUR 200MG/5ML 1 FR 30ML SUSP OR EFG
733469|SERC 8MG 60 COMPRIMIDOS
733519|COL CUSI ATROPINA 0.5% 10ML
733527|COLIRCUSI ATROPINA 1% 10ML SOL OFTALMICA
733568|AMOXICILINA/ACIDO CLAVULANICO GENERIS 2G/200MG  POLVO PARA PERFUSION, 1 VIAL DE 100 ML
733576|COLIRCUSI FLUORESCEINA 2% 10ML SOL OFTALM
733600|AMOXICILINA/ACIDO CLAVULANICO GENERIS 500 MG/50MG  POLVO PARA PERFUSION, 1 VIAL
733626|COLIRCUSI PILOCARPINA 2% 10ML SOL OFTALM
733634|ACICLOVIR KORHISPANA 200MG 25 COMPRIMIDOS EFG
733659|ACICLOVIR KORHISPANA 800MG 35 COMPRIMIDOS EFG
733725|CIPROFLOXACINO CINFA 500MG 10 COMPRIM RECUB EFG
733907|ANTIHISTAMINICO LLORENS COLIRIO 5 ML 2.5 MG
733923|ATROPINA LLORENS 50MG 10ML COLIRIO
733931|ATROPINA LLORENS 1% COLIRIO 10 ML
733980|CICLOPEGIC 1% LLORENS 5ML COLIRIO
733998|CLORAM HEMIDEXA LLORENS 5ML COLIRIO
734004|CLORAM ZINC LLORENS 10ML COLIRIO
734038|EDTA 2% LLORENS 5ML COLIRIO
734061|FENILEFRINA 10% LLORENS 5ML COLIRIO
734079|FLUORVAS LLORENS 5ML COLIRIO
734087|FOSFODEXA 0.1% LLORENS 5ML COLIRIO
734095|HEMIDEXA ANTIHISTAMINICO LLORENS 5ML COL
734129|HOMATROPINA 2% LLORENS 10ML COLIRIO
734178|MIDRIATICO LLORENS 10ML COLIRIO
734186|NEODEXA LLORENS 5ML COLIRIO
734210|PILOCARPINA 2% LLORENS 10ML COLIRIO
734251|PRESCAINA LLORENS 0.4% 10ML COLIRIO
734293|AZITROMICINA SANDOZ 500MG 3 COMPR RECUB PEL EFG
734301|AZITROMICINA SANDOZ 200MG/5ML  15ML POLVO SUSPENSION ORAL EFG
734335|TIVITIS LLORENS COLIRIO 10 ML
734343|VASODEXA LLORENS 5ML COLIRIO
734400|OPONAF 100% 200 G POLVO ORAL
734426|EMPORTAL 100% 1 FRASCO 200G POLVO SOLUCION ORAL
734525|COLIRIO OCULOS ATROPINA 1% 10ML COLIRIO
734533|ESERTIA 20MG 28 COMPRIMIDOS RECUBIERTOS C PELICULA
734582|ESERTIA 15MG 28 COMPRIMIDOS RECUBIERTOS C PELICULA
734616|ESERTIA 10MG 28 COMPRIMIDOS RECUBIERTOS C PELICULA
734665|ESERTIA 5MG 14 COMPRIMIDOS CUBIERTA PELICULAR
734673|ESERTIA 5MG 28 COMPRIMIDOS CUBIERTA PELICULAR
734723|OMEPRAZOL KORHISPANA 20MG 14 CAPSULAS EFG
734749|OMEPRAZOL KORHISPANA 20MG 28 CAPSULAS EFG
734764|FLEXRESAN 20MG 50 CAPSULAS BLANDAS
734798|CIPROFLOXACINO COMBIX 250MG 20 COMPR RECU PEL EFG
734822|FLEXRESAN 10MG 50 CAPSULAS BLANDAS
734848|OMEPRAZOL RATIOPHARM 40MG 14 CAPSULAS
734855|CIPROFLOXACINO COMBIX 250MG 10 COMP REC PELI EFG
734863|CIPROFLOXACINO COMBIX 500MG 20 COMP RECU PELI EFG
734921|AZITROMICINA SANDOZ 200MG/5ML  30ML POLVO SUSPENSION ORAL EFG
734939|CIPROFLOXACINO COMBIX 500MG 10 COMPR RECU PELI EFG
734954|ESTILSONA GOTAS 13,3MG/ML 10ML SUSPENSION GOTAS
734988|VANDRAL RETARD 75MG 30 CAPSULAS DE LIBERACION PROLONGADA
734996|OMEPRAZOL RATIOPHARM 40MG 28 CAPSULAS
735035|VANDRAL RETARD 150MG 30 CAPSULAS LIBERACION PROLONGADA
735050|DEXNON 100MCG 100 COMPRIMIDOS
735092|ESTILSONA 13,3MG/ML 10ML SUSPENSION GOTAS
735126|SOL RINGER LACTATO BIEFFE MEDITAL 500ML SOLUC IV
735142|COLIRCUSI ANESTESICO DOBLE 10ML
735159|COLIRCUSI ANESTESICO 0,5% 10ML COLIRIO SOLUCION
735183|CIPROFLOXACINO COMBIX 750MG 10 COMP RECU PELI EFG
735191|KETOCONAZOL ABAMED 2% 100ML GEL EFG
735217|COLIRCUSI CICLOPLEJICO 1% 10ML SOL OFTALM
735225|COLIRCUSI CLORAMFENICOL 0,5% 10ML COLIRIO SOLUCION
735241|COLIRCUSI DE ICOL 10ML SOLUCION OFTALMICA
735258|COLIRCUSI DEXAMETASONA 0,1% 10ML SOL OFTAL
735308|COLIRCUSI GENTAMICINA 0,6% 10ML COLIRIO SOLUCION
735340|COLIRCUSI MEDRIVAS 5ML SOLUCION OFTALMICA
735357|COLIRCUSI MEDRIVAS ANTIBIOTICO 5ML SUSP OF
735407|PAROXETINA MERCK 20MG 56 COMPRIMIDOS RECUBIERT EFG
735423|ZERIT 37,5MG 30 CAPSULAS DURAS DE LIBERACION PROLONGADA
735464|ZERIT 50MG 30 CAPSULAS DURAS DE LIBERACION PROLONGADA
735498|ESPIDIFEN 400MG 30 SOBRES GRANULADO
735506|GADOVIST 1MMOL/ML 1 JERI PRE 7,5ML SOL INY CAR P P
735548|SOL RINGER LACTATO BIEFFE MEDITAL 1000ML SOLUC IV
735621|ZOLPIDEM BEXALABS 10MG 30 COMPRIMIDOS CUBIERTOS PELICULA EFG
735688|COLME 6G/100ML 1 AMPOLLA 15ML SOLUCION
735696|COLME 6G/100ML 4 AMPOLLAS 15ML SOLUCION
735704|FREEFLEX CLORURO SODICO 0,9% 1BOLSA 50ML
735738|ZERIT 75MG 30 CAPSULAS DURAS DE LIBERACION PROLONGADA
735753|LEBOPRIDE 200MG 36 COMPRIMIDOS
735779|ZERIT 100MG 30 CAPSULAS DURAS DE LIBERACION PROLONGADA
735795|FREEFLEX CLORURO SODICO 0.9% BOLSA 100 ML
735803|AMOXICILINA/ACIDO CLAVULANICO SANDOZ  875/125 MG   16 COMPRIMIDOS CON CUBIERTA PELICULAR
735811|CARBOCAL D 60 COMPRIMIDOS
735852|OMEPRAZOL PENSA 40MG 14 CAPSULAS
735902|AVONEX 30MCG/0,5ML SOLINYECTABLE
735944|FREEFLEX CLORURO SODICO 0,9% 1BOLSA 250ML
735985|OMEPRAZOL PENSA 40MG 28 CAPSULAS
735993|OMEPRAZOL KERN PHARMA 40MG 14 CAPSULAS
736009|OMEPRAZOL KERN PHARMA 40MG 28 CAPSULAS
736041|OMEPRAZOL SUMOL 20MG 14 CAPSULAS EFG
736058|GADOVIST 1 MMOL/ML SOLUCION INYECTABLE EN JERINGA PRECARGADA/CARTUCHO PLASTICO PRECARGADO,1JER.10ML
736066|KEPPRA 1000MG 30 COMPRIMIDOS CUBIERTA PELICULAR
736074|QUIMODRIL 30 COMPRIMIDOS
736090|COMPLECAL10 AMPOLLAS 935MG SOLUCION INYECTABLE
736116|SIMULECT 10MG 1 INYECTABLE
736124|OMEPRAZOL PLACASOD 40MG 14 CAPSULAS DURAS GASTRORRESISTENTES
736132|KETO-CURE 20MG/ML FRASCO 100ML GEL
736207|COMPLUTINE 5/10MG 24 COMPRIMIDOS
736215|CONDUCTASA FRASCO 150ML SOLUCION ORAL
736223|CONDUCTASA 30 CAPSULAS
736231|CONDUCTASA 460MG/AMPOLLA 5 AMPOLLAS 5ML SOL INY
736249|FREEFLEX CLORURO SODICO 0,9% 1BOLSA 500ML
736280|TOSEINA 10MG/5ML 250ML SOLUCION ORAL
736298|FREEFLEX CLORURO SODICO 0.9% 1BOLSA 1000ML
736330|SIMVASTATINA VIR 10MG 28 COMPRIMIDOS RECU PELI EFG
736348|VARIARGIL 40MG/ML 30ML SOLUCION GOTAS
736371|BELMACINA 750MG 10 COMPRIMIDOS RECUBIERTOS
736389|ELGAM 20MG 14 CAPSULAS
736397|KYTRIL 3MG/3 ML SOLUCION INYECTABLE , 1 AMPOLLLA
736413|MIRCOL 0,5MG/ML 120ML SOLUCION  ORAL
736421|OMEPRAZOL PLACASOD 40MG 28 CAPSULAS DURAS GASTRORRESISTENTES
736488|KYTRIL 3MG/3 ML SOLUCION INYECTABLE , 5 AMPOLLAS
736496|SIMVASTATINA VIR 40MG 28 COMPRIMIDOS RECU PELI EFG
736504|SIMVASTATINA VIR 20MG 28 COMPRIMIDOS RECU PELI EFG
736512|FREEFLEX RINGER LACTATO 50ML 1 BOLSA
736538|ROXITROMICINA EDIGEN 150MG 12 COMPRIMIDOS REC EFG
736546|ROXITROMICINA EDIGEN 300MG 7 COMPRIMIDOS RECUB EFG
736553|FREEFLEX RINGER LACTATO 100ML 1 BOLSA
736561|FREEFLEX RINGER LACTATO 250ML 1 BOLSA
736587|SIMVASTATINA TARBIS 40MG 28 COMPRIMIDOS RECUB EFG
736595|CAOSINA D 300ML SUSPENSION ORAL
736603|FREEFLEX RINGER LACTATO 500ML 1 BOLSA
736637|RANITIDINA SANDOZ 150MG 20 COMPRIMIDOS EFERVES EFG
736645|FREEFLEX RINGER LACTATO 1000ML 1 BOLSA
736652|RANITIDINA SANDOZ 150MG 28 COMPRIM EFERVESC EFG
736660|MILTEX 60MG/ML 1 FRAS 10ML + 20 GUANTES
736678|MILTEX 60MG/ML 5 FRAS 10ML + 100 GUANTES
736686|BIPRETERAX   4MG/1,25MG    30 COMPRIMIDOS
736694|HIPOARTEL 20MG 28 COMPRIMIDOS
736702|HIPOARTEL PLUS  20/12.5 MG   28 COMPRIMIDOS
736751|LIBRADIN 10 10MG 56 CAPSULAS LIBERACION MODIF
736777|INGASTRI 20 20MG 28 COMPRIMIDOS
736785|SIMVASTATINA QUALIGEN 20MG 28 COMPRI RECU PELI EFG
736819|INGASTRI 40 40MG 14 COMPRIMIDOS
736827|INGASTRI 40 40MG 28 COMPRIMIDOS
736835|SIMVASTATINA QUALIGEN 40MG 28 COMPRI RECU PELI EFG
736843|PLANTAGUAR 4,5G 30 SOBRES GRANULADO
736850|SIMVASTATINA QUALIGEN 10MG 28 COMPRI RECU PELI EFG
736975|OFLOXACINO COMBIX 200MG 10 COMPRIMIDOS EFG
737023|OMEPRAZOL SUMOL 20MG 28 CAPSULAS EFG
737114|PLANTAGUAR 4,5G/SOBRE 60 SOBRES GRANULADO
737130|CEFUROXIMA G.E.S. 750MG/VIAL 1 INYECTABLE 6ML EFG
737155|FRENATERMIN 2% FRASCO 100ML SUSPENSION ORAL
737163|SOLUBALM 0,5MG/G + 100MG/G 30G  CREMA
737189|CORTISON CHEMICETINA 1% 5G POMADA
737197|CORTISON CHEMICETINA 2% 10G POMADA
737254|BLASTON 1MG/5ML 250ML SOLUCION
737262|BLASTON 1MG 50 COMPRIMIDOS
737270|CEFUROXIMA REIG JOFRE 1500 MG IV POLVO PARA SOLUCION INYECTABLE , 1 VIAL
737288|SIMVASTATINA CINFA 10MG 28 COMPRIMIDOS RECUB EFG
737304|SIMVASTATINA CINFA 20MG 28 COMPRIMIDOS RECUB EFG
737320|ARTROTEC 50/0,2MG 40 COMPRIMIDOS
737338|ALDACTONE 100MG 20 COMPRIMIDOS RECUBIERTOS PELICUL
737346|DEPESERT 50 MG 30 COMPRIM RECUBIER PELICULA
737379|DEPESERT  30 COMPRIMIDOS RECUBIERTOS PELICULA
737387|FUCIDINE 2% 15G CREMA
737403|COSLAN 125MG 12 SUPOSITORIOS
737429|COSLAN 250MG 12 SUPOSITORIOS
737437|COSLAN 500MG 12 SUPOSITORIOS
737460|OFLOXACINO COMBIX 200MG 20 COMPRIMIDOS EFG
737510|SOMAVERT 20MG 1 VIAL POLVO + 1 VIAL AGUA INYECTABL
737528|SINEMET PLUS RETARD 25/100MG 100 COMPRIMIDOS LIBERACION RETARDADA
737569|FUCIDINE 2% 30G CREMA
737601|CREANOLONA 30G POMADA
737734|FUCIDINE 2% 15G POMADA
737767|VAMIN 14 500ML SOLUCION IV
737775|VAMIN 14 1000ML SOLUCION IV
737825|VAMIN 18 SIN ELECTROLITOS INYECTABLE, 500ML
737833|CIPROFLOXACINO CINFA 250MG 10 COMPRIM RECUB EFG
737866|VAMIN 18 SIN ELECTROLITOS INYECTABLE, 1000ML
737908|EPREX 1000 UI/0,5 ML SOLUCION INYECTABLE EN VIALES 6
737940|FRENATERMIN 2% FRASCO 150ML SUSPENSION ORAL
738013|VAMIN 14 SIN ELECTROLITOS INYECTABLE, 500ML INYECTABLE
738021|VAMIN 14 SIN ELECTROLITOS INYECTABLE, 1000ML INYECTABLE
738088|IGANTIBE 200UI/ML SOLUCION INYECTABLE  0,5ML CON 100 UI
738161|CIPROFLOXACINO CINFA 500MG 20 COMPRIM RECUB EFG
738179|CIPROFLOXACINO CINFA 250MG 20 COMPRIM RECUB EFG
738195|FUCIDINE 2% 30G POMADA
738260|DAIVONEX 0,005% 100G CREMA
738278|BUDESONIDA ALCON 100MCG/DOSIS 10ML SUSPENSION PULVERIZACION NASAL
738310|SIMVASTATINA NORMON 20MG 28 COMPRIMIDOS RECUB EFG
738328|BUDESONIDA ALCON 50MCG/DOSIS 10ML SUSPENSION PULVERIZACION NASAL
738336|CUATRODERM 15G CREMA
738344|CUATRODERM 30G CREMA
738518|AZUBEN 400MG 2 COMPRIMIDOS RECUBIERTOS
738526|AZUBEN 400MG 14 COMPRIMIDOS RECUBIERTOS
738542|BAMBEC 1MG/ML FRASCO 100ML SOLUCION ORAL
738559|BAMBEC 10MG 30 COMPRIMIDOS
738567|LACIMEN 4MG 28 COMPRIMIDOS RECUBIERTOS CON PELICULA
738591|MOTENS 4MG 28 COMPRIMIDOS RECUBIERTOS
738666|CUSIGEL 0.05% 30G GEL
738674|NAVOBAN 5MG/AMP 1 AMPOLLA INYECTABLE
738682|DAIVONEX 0,005% 100G POMADA
738740|PRAVASTATINA ALMUS 20MG 28 COMPRIMIDOS EFG
738807|OGLOS 20MG/ML 10 AMPOLLAS 1ML INYECTABLE
738815|OGLOS 10MG/ML 10 AMPOLLAS INYECTABLES
738823|OPIREN 30MG 14 CAPSULAS
738831|BAMALITE 30MG 14 CAPSULAS
738856|GADOVIST 1 MMOL/ML SOLUCION INYECTABLE EN JERINGA PRECARGADA/CARTUCHO PLASTICO PRECARGADO,1JER.15ML
738864|PAROXETINA ALTER 20MG 14 COMPRIMIDOS REC PEL EFG
738872|PAROXETINA ALTER 20MG 28 COMPRIMIDOS REC PEL EFG
738880|PAROXETINA ALTER 20MG 56 COMPRIMIDOS REC PEL EFG
738906|CUSISPORINA CEFALEXINA 500MG 12 CAPSULAS
738922|MITOXANTRONA FERRER  FARMA 2MG/ML 10ML SOLUC PERFU
738955|CONDELONE 0,5% 1 FRASCO 3ML SOLUCION
738963|PRAVASTATINA ALMUS 40MG 28 COMPRIMIDOS EFG
739052|LANTUS 100 UNIDADES/ML OPTISET 5 PLUMAS 3ML SO INY
739060|SIMVASTATINA NORMON 40MG 28 COMPRIMIDOS RECUB EFG
739094|BUPIVACAINA INYECTABLE BRAUN 0,75% MINIPLASCO , 1 AMPOLLA DE 10 ML
739102|BACTIL 1MG 120ML SOLUCION ORAL
739128|BUPIVACAINA INYECTABLE BRAUN 0,75% MINIPLASCO , 1 AMPOLLA DE 5 ML
739144|BUPIVACAINA INYECTABLE BRAUN 0,25% AMPOLLA VIDRIO , 1 AMPOLLA DE 20 ML
739151|SIMVASTATINA NORMON 10MG 28 COMPRIMIDOS RECUB EFG
739169|AMOXICILINA BOHM 250 250MG/5ML 60ML SUS EX
739177|SIMVASTATINA JUVENTUS 10MG 28 COMPRIMIDOS REC EFG
739185|BUPIVACAINA INYECTABLE BRAUN 0,25% AMPOLLA VIDRIO , 1 AMPOLLA DE 10 ML
739193|AMOXICILINA BOHM 500 500MG 12 CAPSULAS
739227|SERTRALINA BEXAL 50MG 30 COMPRIMIDOS EFG
739250|VAMIN NOVUM 18 1 BOLSA 500ML
739268|DACORTIN H 5MG 30 TABLETAS
739276|DACORTIN 2.5MG 30 TABLETAS
739284|DACORTIN 5MG 30 TABLETAS
739292|DACORTIN 5MG 60 COMPRIMIDOS
739318|PRAVASTATINA ALMUS 10MG 28 COMPRIMIDOS EFG
739326|VAMIN NOVUM 18 1 BOLSA 750ML
739342|DAKTARIN 2% 40G CREMA
739359|DAKTARIN GINECOLOGICO 2% 40G CREMA
739367|DAKTARIN 2% 20G POLVO
739375|DAKTARIN 250MG 12 COMPRIMIDOS
739383|SERTRALINA BEXAL 100MG 30 COMPRIMIDOS EFG
739391|SIMVASTATINA CUVE 10MG 28 COMPRIMIDOS RECUBIERTOS EFG
739433|PRAVASTATINA VIR 20MG 28 COMPRIMIDOS EFG
739441|SALVAPEN 125MG 120ML SUSPENSION
739458|SALVAPEN 125MG 60ML SUSPENSION
739474|PRAVASTATINA VIR 10MG 28 COMPRIMIDOS EFG
739490|TENSOGRADAL 20MG 30 COMPRIMIDOS
739508|FEBRECTAL INFANTIL 24MG/ML 1 FRASCO 120ML SOL ORAL
739516|SOLINITRINA 0,8MG 30 COMPRIMIDOS RECU SUBLINGUALES
739524|TRINISPRAY 1 AEROSOL
739557|DAMOXICIL 125MG 60ML SUSPENSION
739565|DAMOXICIL 250MG 60ML SUSPENSION
739581|DAMOXICIL 500MG 12 CAPSULAS
739599|VAMIN NOVUM 18 1 BOLSA 1000ML
739607|VAMIN NOVUM 18 12 BOLSAS 500ML
739615|VAMIN NOVUM 18 8 BOLSAS 750ML
739623|VAMIN NOVUM 18 6 BOLSAS 1000ML
739631|CAPTOPRIL MABO 25MG 60 COMPRIMIDOS EFG
739649|SIMVASTATINA JUVENTUS 20MG 28 COMPRIMIDOS REC EFG
739656|SIMVASTATINA JUVENTUS 40MG 28 COMPRIMIDOS REC EFG
739664|ZOLPIDEM DESGEN 5MG 30 COMPRIMIDOS EFG
739672|BUPIVACAINA INYECTABLE BRAUN 0,25% AMPOLLA VIDRIO , 1 AMPOLLA DE 5 ML
739680|BUPIVACAINA INYECTABLE BRAUN 0,50% MINIPLASCO , 1 AMPOLLA DE 20 ML
739698|BUPIVACAINA INYECTABLE BRAUN 0,50% MINIPLASCO , 1 AMPOLLA DE 10 ML
739706|DANILON CREMA 60G
739714|BUPIVACAINA INYECTABLE BRAUN 0,50% MINIPLASCO , 1 AMPOLLA DE 5 ML
739722|BUPIVACAINA INYECTABLE BRAUN 0,25% MINIPLASCO , 1 AMPOLLA CON 20 ML
739730|BUPIVACAINA INYECTABLE BRAUN 0,25% MINIPLASCO , 1 AMPOLLA CON 10 ML
739797|CIPROFLOXACINO BELMAC 250MG 10 COMPRIMIDOS EFG
739805|CIPROFLOXACINO WINTHROP 500MG 10 COMPRIMIDOS EFG
739813|VELMONIT 400MG 1 FRASCO 200ML INYECTABLE
739839|VELMONIT 500MG/5ML 1 FRASCO SUSPENSION ORAL
739847|VELMONIT 750MG 10 COMPRIMIDOS
739854|VELMONIT 500MG 10 COMPRIMIDOS
739862|BUPIVACAINA INYECTABLE BRAUN 0,25% MINIPLASCO , 1 AMPOLLA CON 5 ML
739888|DAONIL 5MG 30 COMPRIMIDOS
739912|PRAVASTATINA VIR 40MG 28 COMPRIMIDOS EFG
739938|CAFINITRINA 20 COMPRIMID RECUBIERTOS SUBLINGUALES
739953|DAPAZ 400MG 50 COMPRIMIDOS
739961|DARAPRIM 25MG 30 COMPRIMIDOS
739979|BUPIVACAINA INYECTABLE BRAUN 0,50% AMPOLLA VIDRIO , 1 AMPOLLA DE 20 ML
739987|ENALAPRIL TEVA-RIMAFAR 20MG 28 COMPRIMIDOS EFG
740043|VELMONIT 250MG 10 COMPRIMIDOS
740050|VELMONIT 500MG 20 COMPRIMIDOS
740076|VELMONIT 250MG 20 COMPRIMIDOS
740084|ZOLPIDEM DESGEN 10MG 30 COMPRIMIDOS EFG
740092|BUPIVACAINA INYECTABLE BRAUN 0,50% AMPOLLA VIDRIO , 1 AMPOLLA DE 10 ML
740233|DAUNOBLASTINA 20MG 1 VIAL 10ML
740241|TERAZOSINA MABO 2MG 15 COMPORIMIDOS EFG
740274|SIMVASTATINA CUVE 20MG 28 COMPRIMIDOS RECUBIERTOS EFG
740282|SIMVASTATINA CUVE 40MG 28 COMPRIMIDOS RECUBIERTOS EFG
740316|SERTRALINA MUNDOGEN 50MG 30 COMPRIMI RECU PELI EFG
740357|CAPTOPRIL MABO 50MG 30 COMPRIMIDOS EFG
740365|CAPTOPRIL TARBIS 50MG 30 COMPRIMIDOS EFG
740456|DEANXIT 30 GRAGEAS
740464|DECA-DURABOLIN 25MG/ML 1 AMPOLLA 1ML SOLUC INYECTA
740472|SILKIS 3MCG/G 30G POMADA
740480|DECA-DURABOLIN 50MG/ML 1 AMPOLLA 1ML SOLUC INYECTA
740530|NEO-DECABUTIN 25MG 50 GRAGEAS
