PRES_CODIGO|PRES_DESCRIPCION
561662|ARTICAINA 80MG / EPINEFRINA 20MCG(POR INYECTABLE) 1 INYECTABLE
561663|VINDESINA SULFATO 5MG/INYECTABLE IV 1 INYECTABLE
561664|ROPIVACAINA CLORHIDRATO 200MG/INYECTABLE 5 INYECTABLE
561665|ROPIVACAINA CLORHIDRATO 200MG/INYECTABLE 5 INYECTABLE
561666|ROPIVACAINA CLORHIDRATO 75MG/INYECTABLE 5 INYECTABLE
561667|NEOSTIGMINA 2,50MG/INYECTABLE 10 INYECTABLE
561668|GLUCOSA 10G/100ML 1 ENVASE 1000ML INYECTABLE PERFUSION
561669|IOVERSOL 63,60G/100ML 1 ENVASE 150ML INYECTABLE PERFUSION
561670|IOVERSOL 50,90G/100ML 1 ENVASE 125ML INYECTABLE PERFUSION
561671|IOVERSOL 63,60G/100ML 1 ENVASE 100ML INYECTABLE PERFUSION
561672|IOVERSOL 63,60G/100ML 1 ENVASE 50ML INYECTABLE PERFUSION
561673|IOVERSOL 67,80G/100ML 1 ENVASE 500ML INYECTABLE PERFUSION
561674|IOVERSOL 67,80G/100ML 1 ENVASE 200ML INYECTABLE PERFUSION
561675|IOVERSOL 74,10G/100ML 1 ENVASE 125ML INYECTABLE PERFUSION
561676|IOVERSOL 74,10G/100ML 1 ENVASE 200ML INYECTABLE PERFUSION
561677|IOVERSOL 74,10G/100ML 1 ENVASE 100ML INYECTABLE PERFUSION
561678|IOVERSOL 74,10G/100ML 1 ENVASE 50ML INYECTABLE PERFUSION
561679|GLUCOSA 50G/100ML 1 ENVASE 500ML INYECTABLE PERFUSION
561680|AMPICILINA 250MG/INYECTABLE 1 INYECTABLE
561681|CALCITONINA 100UI/INYECTABLE 1 INYECTABLE
561682|ARTICAINA 72MG / EPINEFRINA 18MCG(POR INYECTABLE) 1 INYECTABLE
561683|IOMEPROL 71,44G/100ML 1 ENVASE 200ML INYECTABLE PERFUSION
561684|BCG ATENUADO 0,10ML/INYECTABLE 1
561685|LEVOFOLINATO DE CALCIO 25MG/INYECTABLE 1 INYECTABLE
561686|EPIRUBICINA CLORHIDRATO 100MG/INYECTABLE IV 1 INYECTABLE
561687|IOVERSOL 63,60G/100ML 1 ENVASE 125ML INYECTABLE PERFUSION
561688|RISEDRONATO 75MG, 2 COMPRIMIDO MENSUAL
561689|LEVODOPA 200MG / CARBIDOPA 50MG / ENTACAPONA 200MG, 100 COMPRIMIDOS
561690|HIERRO (III)-FERRIMANITOL OVOALBUMINA 600MG, 15 SOBRES
561691|INSULINA ASPARTA 50UI / INSULINA ASPARTA PROTAMINA 50UI (POR ML) 5 JERINGA PRECARGADA 3ML
561692|INSULINA ASPARTA 70UI / INSULINA ASPARTA PROTAMINA 30UI (POR ML) 5 JERINGA PRECARGADA 3ML
561693|CILOSTAZOL 100MG, 56 COMPRIMIDOS
561694|HISTRELINA 50MG/IMPLANTE 1 IMPLANTE
561695|VENLAFAXINA 75MG, 14 CAPSULAS LIBERACION MODIFICADA
561696|VENLAFAXINA 150MG, 14 CAPSULAS LIBERACION MODIFICADA
561699|(POR ML) 5 JERINGA PRECARGADA 3ML
561700|VENLAFAXINA 25MG, 30 COMPRIMIDOS
561701|PAROXETINA 33MG/ML 20ML GOTAS/SOLUCION ORAL
561702|TETRABENAZINA 25MG, 112 COMPRIMIDOS
561703|INSULINA LISPRO 100UI/ML 5 JERINGA PRECARGADA 3ML
561704|MIRTAZAPINA 15MG, 60 COMPRIMIDOS BUCODISPERSABLES
561705|LISINOPRIL 5MG, 56 COMPRIMIDOS
561706|MESALAZINA 1G/APLIC. 14 APLICAC. AEROSOL RECTAL
561707|CARBON ADSORBENTE 81,30G/100G 61,5G GRANULADO
561708|CARBON ADSORBENTE 81,30G/100G 30,7G GRANULADO
561709|AMLODIPINO 5MG / OLMESARTAN 20MG, 28 COMPRIMIDOS
561710|AMLODIPINO 10MG / OLMESARTAN 40MG, 28 COMPRIMIDOS
561711|AMLODIPINO 5MG / OLMESARTAN 40MG, 28 COMPRIMIDOS
561712|RIVAROXABAN 10MG, 10 COMPRIMIDOS
561713|ENALAPRIL 10MG / LERCANIDIPINO 10MG, 28 COMPRIMIDOS
561714|ENALAPRIL 20MG / LERCANIDIPINO 10MG, 28 COMPRIMIDOS
561715|CALCIPOTRIOL 50MCG / BETAMETASONA 500MCG (POR ) 60 GEL
561716|METILNALTREXONA BROMURO 12MG/INYECTABLE 1 INYECTABLE
561717|METFORMINA 500MG, 50 COMPRIMIDOS
561718|TIOTROPIO 2,50MCG/DOSIS 30 SOLUC/SUSP INHALACION  ENV. A PRESION
561719|TAFLUPROST 4,50MCG/ENV. MONOD. 30ENVASES MONODOSIS COLIRIO
561720|ESCOPOLAMINA BUTILBROMURO 10MG / METAMIZOL 250MG, 20 COMPRIMIDOS
561721|ESCOPOLAMINA BUTILBROMURO 20MG / METAMIZOL 2,50G(POR INYECTABLE) 3 INYECTABLE
561722|ATROPINA 100MCG / PAPAVERINA 21MG / PROPIFENAZONA 105MG / MAGNESIO SULFATO 140MG, 5 SUPOSITORIOS
561723|ATROPINA 600MCG / PROPIFENAZONA 300MG / CAFEINA 50MG, 2 COMPRIMIDOS LIBERACION MODIFICADA
561724|ATROPINA 600MCG / PROPIFENAZONA 300MG / CAFEINA 50MG, 10 COMPRIMIDOS LIBERACION MODIFICADA
561725|AZINTAMIDA 100MG / ESCOPOLAMINA METOBROMURO 1MG, 20 COMPRIMIDOS
561726|SENOSIDOS A-B CALCICOS 150MG/ENV. MONOD. 1ENVASES MONODOSIS ENVASES MONODOSIS
561727|SENOSIDOS A-B 150MG/ENV. MONOD. 1ENVASES MONODOSIS ENVASES MONODOSIS
561728|POTASIO CLORURO 742,50MG / MACROGOL (D.O.E.) 3350 59G / SODIO SULFATO 5,68G / SODIO BICARBONATO 1,68G / SODIO CLORURO 1,46G, 4 SOBRES
561729|SODIO DIHIDROGENO FOSFATO 19,46G / SODIO HIDROGENO FOSFATO 4,48G (POR ENEMA) 1 ENEMA 140ML
561730|SODIO FOSFATO 16G / SODIO FOSFATO 8G, 1 ENEMA
561731|GELATINA TANATO 500MG / OPIO EXTO 10MG / BELLADONA EXTO 5MG, 15 CAPSULAS
561732|GELATINA TANATO 500MG / OPIO EXTO 5,60MG / BELLADONA EXTO 3,60MG, 15 COMPRIMIDOS
561733|TANATO DE ALBUMINA 500MG / ALFA-AMILASA 100MG / ETILMORFINA 10MG, 30 COMPRIMIDOS
561734|TIAMINA 100MG / PIRIDOXINA 100MG / CIANOCOBALAMINA 1MG, 30 CAPSULAS
561735|HIDROXOCOBALAMINA 500MCG / TIAMINA 250MG / PIRIDOXINA 250MG, 30 COMPRIMIDOS
561736|TIAMINA 250MG / PIRIDOXINA 250MG / HIDROXOCOBALAMINA 2,50MG, 28 CAPSULAS
561737|TIAMINA 100MG / PIRIDOXINA 100MG / CIANOCOBALAMINA 1,50MG(POR INYECTABLE IM) 10 INYECTABLE
561738|TIAMINA 100MG / PIRIDOXINA 100MG / CIANOCOBALAMINA 5MG(POR INYECTABLE IM) 6 INYECTABLE
561739|TIAMINA 100MG / PIRIDOXINA 100MG / CIANOCOBALAMINA 5MG(POR INYECTABLE IM) 10 INYECTABLE
561740|TIAMINA 125MG / PIRIDOXINA 125MG / CIANOCOBALAMINA 5MG(POR INYECTABLE IM) 10 INYECTABLE
561741|PIRIDOXINA 150MG / TIAMINA 100MG / HIDROXOCOBALAMINA 1,50MG, 30 CAPSULAS
561742|TIAMINA 50MG / PIRIDOXINA 50MG / CIANOCOBALAMINA 1MG, 20 CAPSULAS
561743|PIRIDOXINA 350MG / BENFOTIAMINA 60MG / HIDROXOCOBALAMINA 500MCG, 20 CAPSULAS
561744|PIRIDOXINA 250MG / TIAMINA 250MG / CIANOCOBALAMINA 2,50MG, 30 COMPRIMIDOS
561745|TIAMINA 50MG / PIRIDOXINA 50MG / HIDROXOCOBALAMINA 5MG / DEXAMETASONA 1,60MG(POR INYECTABLE) 6 INYECTABLE
561746|HIDROCORTISONA 5MG / DIFENILMETOXI 8 ISOPROPILNORTROPANO MESILATO 2,50MG / TIROTRICINA 1MG (POR G) 30G POMADA
561747|FLUOCINOLONA 100MCG / GALATO BASICO BISMUTO 50MG / MENTOL 2,50MG (POR G) 30G POMADA RECTAL
561748|CINCOCAINA 5MG / PREDNISOLONA 1,50MG / RUSCOGENINA 8MG / MENTOL 2MG (POR G) 30G POMADA
561749|CINCOCAINA 5MG / PREDNISOLONA 1,50MG / RUSCOGENINA 8MG / MENTOL 2MG (POR G) 60G POMADA
561750|ALANTOINA 360MG / HIDROCORTISONA 36MG / AMINOACRIDINA 9MG (POR ENV. MONOD.) 5ENVASES MONODOSIS ENVASES MONODOSIS
561751|ALANTOINA 360MG / HIDROCORTISONA 36MG / AMINOACRIDINA 9MG (POR ENV. MONOD.) 10ENVASES MONODOSIS ENVASES MONODOSIS
561752|FLUOCINONIDA 250MCG / RUSCOGENINA 8MG / HEXETIDINA 1MG (POR G) 30G CREMA
561753|CINCOCAINA 1MG / PREDNISOLONA 1MG / RUSCOGENINA 8MG / MENTOL 1MG, 10 SUPOSITORIOS
561754|TRIMEBUTINA 120MG / RUSCOGENINA 10MG, 10 SUPOSITORIOS
561755|TRIMEBUTINA 58MG / RUSCOGENINA 5MG (POR G) 15G POMADA
561756|TRIMEBUTINA 58MG / RUSCOGENINA 5MG (POR G) 30G POMADA
561757|CARVACROL 100MCG / MENTOL 30MG / ICTIOL 3MG (POR G) 42G POMADA
561758|CARVACROL 200MCG / MENTOL 50MG / ICTIOL 4MG, 10 SUPOSITORIOS
561759|HEPARINA SODICA 1MILES UI/G 60G GEL
561760|HEPARINA SODICA 1MILES UI/G 60G POMADA
561761|HEPARINA SODICA 500UI / ESCINA 10MG / ESCULINA 1,50MG / RUSCOGENINA 1MG (POR G) 30G GEL
561762|HEPARINOIDE 445MG/G 30G GEL
561763|HEPARINOIDE 445MG/G 30G POMADA
561764|HEPARINOIDE 445MG/G 60G GEL
561765|HEPARINOIDE 445MG/G 60G POMADA
561766|HEPARINOIDE 10MG/G 40G GEL
561767|HEPARINOIDE 10MG/G 40G POMADA
561768|HIDROSMINA 2G/G 60G GEL
561769|BETAMETASONA 50MG / CLOTRIMAZOL 1G (POR G) 30G CREMA
561770|MICONAZOL 20MG / HIDROCORTISONA 10MG (POR G) 30G CREMA
561771|BETAMETASONA 500MCG / CLOTRIMAZOL 10MG (POR G) 30G CREMA
561772|BENZOICO ACIDO 500MCG / MALICO ACIDO 5MG / PROPILENGLICOL 100MG / PROPILENGLICOL 3,50MG / SALICILICO ACIDO 130MCG (POR G) 40G GEL
561773|BISMUTO NITRATO 100MG / RETINOL 100UI / ESTRONA 75UI / BENZOCAINA 20MG / BALSAMO PERU 10MG / ERGOCALCIFEROL 1MILES UI (POR G) 24G POMADA
561774|CENTELLA ASIATICA EXTO 10MG / NEOMICINA 3,50MG (POR G) 30G POMADA
561775|CENTELLA ASIATICA EXTO 10MG / NEOMICINA 3,50MG (POR G) 60G POMADA
561776|RETINOL 300UI / CLORHEXIDINA 10MG / BENZOCAINA 10MG (POR G) 20G POMADA
561777|AMINOACIDOS 25MG / CLORANFENICOL 15MG / VITAMINA F 15MG / RETINOL 10MILES UI / METIONINA 5MG (POR G) 45G POMADA
561778|CENTELLA ASIATICA EXTO 2G/G 5G POLVO
561779|BALSAMO PERU 2G / ERGOCALCIFEROL 100MILES UI / ESTRONA 10MILES UI / RETINOL 50MILES UI / TIROTRICINA 50MG / BENZOCAINA 2G (POR G) 10G POMADA
561780|BALSAMO PERU 2G / ERGOCALCIFEROL 100MILES UI / ESTRONA 10MILES UI / RETINOL 50MILES UI / TIROTRICINA 50MG / BENZOCAINA 2G (POR G) 50G POMADA
561781|TETRACAINA 2G / CENTELLA ASIATICA EXTO 2G (POR ML) 10ML AEROSOL TOPICO
561782|NITROFURAL 2G / TRIPSINA 5MG / QUIMOTRIPSINA 5MG / INOSITOL 2MG / CARBAMOILGLUTAMICO ACIDO 2MG / METIONINA 2MG / ...  (POR G) 15G POMADA
561783|NITROFURAL 2G / TRIPSINA 5MG / QUIMOTRIPSINA 5MG / INOSITOL 2MG / CARBAMOILGLUTAMICO ACIDO 2MG / METIONINA 2MG / ...  (POR G) 40G POMADA
561784|CLORANFENICOL 10MG / HIDROCORTISONA 5MG (POR G) 5G POMADA
561785|HIDROCORTISONA 25MG / CLORANFENICOL 20MG (POR G) 10G POMADA
561786|BACITRACINA 600UI / HIDROCORTISONA 10MG / NEOMICINA 3,50MG (POR G) 5G POMADA
561787|HIDROCORTISONA 25MG / NEOMICINA 3,50MG (POR G) 5G POMADA
561788|HIDROCORTISONA 25MG / NEOMICINA 3,50MG (POR G) 20G POMADA
561789|NEOMICINA 3,40MILES UI / BACITRACINA 400UI / HIDROCORTISONA 10MG / POLIMIXINA B SULFATO 5MILES UI (POR G) 10G POMADA
561790|OXITETRACICLINA 30MG / HIDROCORTISONA 10UI (POR G) 4,2G POMADA
561791|OXITETRACICLINA 30MG / HIDROCORTISONA 10UI (POR G) 14,2G POMADA
561792|NISTATINA 100MILES UI / NEOMICINA 2,50MG / TRIAMCINOLONA 1MG (POR G) 30G CREMA
561793|NISTATINA 100MILES UI / NEOMICINA 2,50MG / TRIAMCINOLONA 1MG (POR G) 30G UNGÜENTO
561794|NISTATINA 100MILES UI / NEOMICINA 2,50MG / TRIAMCINOLONA 1MG (POR G) 60G CREMA
561795|NISTATINA 100MILES UI / NEOMICINA 2,50MG / TRIAMCINOLONA 1MG (POR G) 60G UNGÜENTO
561796|NISTATINA 100MILES UI / GENTAMICINA 1MG / TRIAMCINOLONA 1MG (POR G) 30G CREMA
561797|FRAMICETINA 16MG / CENTELLA ASIATICA EXTO 10MG / TRIAMCINOLONA 1MG (POR G) 30G CREMA
561798|NISTATINA 10MILLONES UI / NEOMICINA 3,50MG / TRIAMCINOLONA 100MG (POR 100ML) 30100ML SOLUCION TOPICA
561799|FRAMICETINA 3,50MG / TRIAMCINOLONA 1MG (POR G) 7G POMADA
561800|FRAMICETINA 3,50MG / TRIAMCINOLONA 1MG (POR G) 30G POMADA
561801|FLUOCINOLONA 250MCG / FRAMICETINA 5MG (POR G) 20G CREMA
561802|FLUOCINOLONA 250MCG / FRAMICETINA 5MG (POR G) 50G CREMA
561805|FUSIDICO ACIDO 20MG / BETAMETASONA 1MG (POR G) 30G CREMA
561806|FUSIDICO ACIDO 20MG / BETAMETASONA 1MG (POR G) 60G CREMA
561807|GENTAMICINA 1MG / BETAMETASONA 1MG (POR G) 30G CREMA
561808|GENTAMICINA 1MG / BETAMETASONA 1MG (POR G) 60G CREMA
561809|GRAMICIDINA 500MCG / NEOMICINA 5MG / FLUOCINOLONA 2MG (POR G) 5G POMADA
561810|GRAMICIDINA 500MCG / NEOMICINA 5MG / FLUOCINOLONA 2MG (POR G) 15G POMADA
561811|NEOMICINA 3,50MG / CLOSTRIDIOPEPTIDASA 0,60UI (POR G) 15G POMADA
561812|NEOMICINA 3,50MG / CLOSTRIDIOPEPTIDASA 0,60UI (POR G) 30G POMADA
561813|GRAMICIDINA 250MCG / NEOMICINA 5MG / FLUOCINOLONA 1MG (POR G) 30G POMADA
561814|GRAMICIDINA 250MCG / NEOMICINA 5MG / FLUOCINOLONA 1MG (POR G) 60G POMADA
561815|FLUOCINONIDA 500MCG / GENTAMICINA 100MG (POR G) 60G CREMA
561816|BETAMETASONA 500MCG / CLOTRIMAZOL 10MG (POR G) 60G CREMA
561817|GENTAMICINA 1MG / BETAMETASONA 500MCG (POR G) 30G CREMA
561818|GENTAMICINA 1MG / BETAMETASONA 500MCG (POR G) 60G CREMA
561819|FLUOCINOLONA 1MG / NEOMICINA 7MG / POLIMIXINA B SULFATO 500UI (POR G) 30G POMADA
561820|FLUOCINOLONA 1MG / NEOMICINA 7MG / POLIMIXINA B SULFATO 500UI (POR G) 60G POMADA
561821|NEOMICINA 7,20MG / BECLOMETASONA 250MCG (POR G) 30G POMADA
561822|NEOMICINA 7,20MG / BECLOMETASONA 250MCG (POR G) 30G UNGÜENTO
561823|NEOMICINA 7,20MG / BECLOMETASONA 250MCG (POR G) 60G POMADA
561824|NEOMICINA 7,20MG / BECLOMETASONA 250MCG (POR ML) 60ML SOLUCION TOPICA
561825|NEOMICINA 7,20MG / BECLOMETASONA 250MCG (POR G) 60G UNGÜENTO
561826|FLUOCINONIDA 50MG / GENTAMICINA 100MG (POR G) 30G CREMA
561827|DEXAMETASONA 200MCG / ALUMINIO HIDROXICLORURO 80MG / SALICILICO ACIDO 10MG / ACEDOBEN 10MG / CETRIMONIO 1MG (POR ML) 150ML SOLUCION TOPICA
561828|BETAMETASONA 500MCG / GENTAMICINA 1MG / CLIOQUINOL 10MG / TOLNAFTATO 10MG (POR G) 15G CREMA
561829|BETAMETASONA 500MCG / GENTAMICINA 1MG / CLIOQUINOL 10MG / TOLNAFTATO 10MG (POR G) 30G CREMA
561831|BENZOATO BENCILO 158,70MCG / CISTEINA 35,60MCG / GLICINA 31,60MCG / TREONINA 15,80MCG / BENZALCONIO CLORURO 3,80MCG, 20 APOSITOS
561832|GLICINA 10,17MG / TREONINA 5,08MG / BENZALCONIO CLORURO 1,22MG / BENZOATO BENCILO 51,10MG / CISTEINA 11,46MG, 20 APOSITOS
561833|TRETINOINA 1MG/G 30G CREMA
561834|TRETINOINA 500MCG/G 30G CREMA
561835|TRETINOINA 4MG/G 20G CREMA
561836|ADAPALENO 1MG/G 30G GEL
561837|ISOTRETINOINA 50MG/G 30G POMADA
561838|ISOTRETINOINA 50MG/G 50G GEL
561839|TRETINOINA 250MCG/G 30G CREMA
561840|BENZOILO PEROXIDO 10G/G 40G GEL
561841|BENZOILO PEROXIDO 5G/G 40G GEL
561842|BENZOILO PEROXIDO 2,50G/G 40G GEL
561843|ALUMINIO POTASIO SULFATO 80MG / BENZALCONIO CLORURO 600MCG (POR ML) 100ML SOLUCION TOPICA
561844|ALUMINIO POTASIO SULFATO 80MG / BENZALCONIO CLORURO 600MCG (POR ML) 500ML SOLUCION TOPICA
561845|BETAMETASONA 250MCG / DEXCLORFENIRAMINA 2MG (POR 5ML) 60ML SOLUCION ORAL
561846|BETAMETASONA 250MCG / DEXCLORFENIRAMINA 2MG, 15 COMPRIMIDOS
561847|BETAMETASONA 250MCG / DEXCLORFENIRAMINA 2MG, 30 COMPRIMIDOS
561848|SULFAMETIZOL 250MG / FENAZOPIRIDINA 50MG, 20 COMPRIMIDOS
561849|SULFAMETIZOL 125MG / FENAZOPIRIDINA 50MG, 20 COMPRIMIDOS
561850|LISOZIMA 250MG, 8 COMPRIMIDOS
561851|INDOMETACINA 100MG / PREDNISONA 10MG, 10 SUPOSITORIOS
561852|CONDROITINSULFATASA 1.000U REDUCTORAS TURBIDEZ, 10 SUPOSITORIOS
561853|CIANOCOBALAMINA 250MCG / TIAMINA 50MG / DEXAMETASONA 4MG(POR INYECTABLE) 6 INYECTABLE
561854|OXACEPROL 200MG / TOCOFEROL SUCCINATO 200MG, 40 COMPRIMIDOS
561855|PARACETAMOL 500MG / CARISOPRODOL 200MG, 30 COMPRIMIDOS
561856|METOCARBAMOL 380MG / PARACETAMOL 300MG, 50 COMPRIMIDOS
561857|PARACETAMOL 500MG / TIOCOLCHICOSIDO 2MG, 30 COMPRIMIDOS
561858|URIDINA 2,66MG/INYECTABLE 10 INYECTABLE
561859|URIDINA 1,33MG, 30 CAPSULAS
561860|URIDINA 665MCG, 30 CAPSULAS
561861|GLUTAMATO MAGNESICO BROMHIDRATO 125MG / PROMETAZINA 7,50MG (POR 5ML) 275ML SOLUCION ORAL
561862|NORTRIPTILINA CLORHIDRATO 12,50MG / DIAZEPAM 2,50MG, 30 CAPSULAS
561863|NORTRIPTILINA CLORHIDRATO 12,50MG / DIAZEPAM 2,50MG, 60 CAPSULAS
561864|AMITRIPTILINA 25MG / MEDAZEPAM 10MG, 60 CAPSULAS
561865|AMITRIPTILINA 12,50MG / MEDAZEPAM 5MG, 60 CAPSULAS
561866|FLUPENTIXOL DICLORHIDRATO 500MCG / MELITRACENO CLORHIDRATO 10MG, 30 COMPRIMIDOS
561867|GUAIFENESINA 66,50MG / TERBUTALINA SULFATO 1,50MG (POR 5ML) 180ML SOLUCION ORAL
561868|DIPROFILINA 250MG / GUAIFENESINA 200MG / BETAMETASONA 2MG(POR INYECTABLE) 5 INYECTABLE
561869|SULFOGUAYACOL 45MG / PROMETAZINA 5,65MG / IPECACUANA EXTO BLANDO 3MG (POR 5ML) 125ML SOLUCION ORAL
561870|DEXCLORFENIRAMINA 2MG / GUAIFENESINA 100MG / PSEUDOEFEDRINA 20MG / BENZOATO SODICO 5MG (POR 5ML) 120ML SOLUCION ORAL
561871|CARBOCISTEINA 100MG / PROMETAZINA 2,50MG (POR 5ML) 200ML SOLUCION ORAL
561872|AMOXICILINA 250MG / BROMHEXINA 4MG (POR 5ML) 60ML SUSPENSION ORAL
561873|AMOXICILINA 500MG / BROMHEXINA 8MG, 12 CAPSULAS
561874|AMPICILINA-BENZATINA 500MG / AMPICILINA 100MG / GUAIFENESINA 50MG / BROMHEXINA 4MG(POR INYECTABLE) 1 INYECTABLE
561875|SULFAMETOXAZOL 200MG / BENZOATO SODICO 100MG / GUAIFENESINA 50MG / TRIMETOPRIMA 40MG (POR 5ML) 100ML SUSPENSION ORAL
561876|AMOXICILINA 500MG / BROMHEXINA 6MG, 12 CAPSULAS
561877|SULFAMETOXAZOL 400MG / TRIMETOPRIMA 80MG / GUAIFENESINA 50MG / CARBOCISTEINA 50MG, 20 COMPRIMIDOS
561879|AMPICILINA 300MG / GUAIFENESINA 100MG / BROMHEXINA 8MG / AMPICILINA-BENZATINA 1,20G(POR INYECTABLE) 1 INYECTABLE
561880|SULFAMETOXAZOL 266,60MG / GUAYACOL CINAMATO 66MG / TRIMETOPRIMA 53,30MG / BROMHEXINA 2MG (POR 5ML) 150ML SUSPENSION ORAL
561881|BROMHEXINA 100MCG / SULFAMETOXAZOL 20MG / TRIMETOPRIMA 4MG / BALSAMO TOLU EXTO ACUOSO 3,75MG (POR 5ML) 100ML SUSPENSION ORAL
561882|SULFAMETOXAZOL 266,60MG / BENZOATO SODICO 166,60MG / TRIMETOPRIMA 53,30MG / BROMHEXINA 2,60MG (POR 5ML) 150ML SUSPENSION ORAL
561883|ERITROMICINA 125MG / GUAIFENESINA 75MG (POR 5ML) 120ML SUSPENSION ORAL
561884|SULFAMETOXAZOL 266,65MG / CARBOCISTEINA 250MG / TRIMETOPRIMA 53,30MG (POR 5ML) 150ML SUSPENSION ORAL
561885|SULFAMETOXAZOL 2,66G / TRIMETOPRIMA 540MG / BROMHEXINA 50MG (POR 5ML) 750ML SUSPENSION ORAL
561886|SULFAMETOXAZOL 267MG / TRIMETOPRIMA 53,30MG / SULFOGUAYACOL 83MG (POR 5ML) 150ML SUSPENSION ORAL
561887|CANFOCARBOXILICO ACIDO 50MG / PINO SAVIA 100MG / BENZOATO SODICO 150MG / SULFOGUAYACOL 50MG / CINEOL 50MG / POLIGALA EXTO FLUIDO 50MG / ...  (POR 5ML) 180ML SOLUCION ORAL
561888|DEXAMETASONA 500MCG / CLEMASTINA 1MG, 20 COMPRIMIDOS
561889|ASCORBICO ACIDO 75MG / PREDNISOLONA 2,50MG / CLORFENAMINA 2MG, 30 COMPRIMIDOS
561890|CLORFENAMINA 1,25MG / PREDNISOLONA 2,30MG (POR 5ML) 150ML SOLUCION ORAL
561891|PALMIDROL 500MG/5ML 120ML SUSPENSION ORAL
561892|FLUDROCORTISONA 1MG / NEOMICINA 2,50MG / GRAMICIDINA 250MCG (POR G) 3G POMADA OFTALMICA
561893|PREDNISONA 5MG / NEOMICINA 3,50MG (POR G) 3G POMADA OFTALMICA
561894|PREDNISOLONA 5MG / NEOMICINA 5MG / POLIMIXINA B SULFATO 10MILES UI (POR ML) 5ML COLIRIO
561895|ETACRIDINA 150MCG / CLORANFENICOL 20MG / CORTISONA ACETATO 4MG (POR G) 3G POMADA OFTALMICA
561896|DEXAMETASONA 500MCG / CLORANFENICOL 10MG (POR G) 3G POMADA OFTALMICA
561897|DEXAMETASONA 1MG / NEOMICINA 3,50MG / POLIMIXINA B SULFATO 6MILES UI (POR ML) 5ML COLIRIO
561898|SULFACETAMIDA 100MG / BETAMETASONA 1MG (POR ML) 5ML COLIRIO
561899|DEXAMETASONA 1MG / NEOMICINA 5MG (POR ML) 5ML COLIRIO
561900|DEXAMETASONA 1MG / CLORANFENICOL 7,30MG (POR ML) 10ML COLIRIO
561901|POLIMIXINA B SULFATO 5MILES UI / NEOMICINA 3,50MG / DEXAMETASONA 1MG (POR ML) 10ML COLIRIO
561902|MEDROXIPROGESTERONA ACETATO 20MG / CLORANFENICOL 10MG / TETRIZOLINA 500MCG (POR ML) 5ML COLIRIO
561903|FLUORESCEINA 20MG/ML 10ML COLIRIO
561904|SODIO CLORURO 50MG/ML 10ML COLIRIO
561905|SODIO CLORURO 5G/G 5G POMADA
561906|CROMOCARBO 100MG/ML 10ML COLIRIO
561907|ELEDOISINA TRIFLUORACETATO 400MCG/ML 10ML COLIRIO
561908|EDETATO DISODICO 20MG/ML 5ML COLIRIO
561909|FENAZONA 63MG / PROCAINA 12,60MG (POR ML) 20ML GOTAS/SOLUCION ORAL
561910|BENZALCONIO CLORURO 300MCG / FENOL 40MG / TETRACAINA 100MG / MENTOL 40MG / ESENCIA CLAVO 40MG (POR ML) 7ML GOTAS OTICAS
561911|POTASIO HIDROXIDO 6,60MG/ML 10ML GOTAS OTICAS
561912|LAURILSULFATO SODICO 50MG/ML 10ML GOTAS OTICAS
561913|ESENCIA TREMENTINA 150MG / CLOROBUTANOL 50MG / BENZOCAINA 30MG / FENOL 10MG (POR ML) 10ML GOTAS OTICAS
561914|FOSFOGLICOPEPTICAL 500MG, 45 CAPSULAS
561915|FOSFOGLICOPEPTICAL 500MG/100G 45G GRANULADO
561916|FOSFOGLICOPEPTICAL 500MG, 90 CAPSULAS
561917|FOSFOGLICOPEPTICAL 500MG/100G 90G GRANULADO
561918|OLANZAPINA 5MG, 56 COMPRIMIDOS
561919|FLUOXETINA 20MG, 56 COMPRIMIDOS
561920|QUETIAPINA 150MG, 60 COMPRIMIDOS
561921|IBUPROFENO 400MG / CODEINA 30MG, 31 COMPRIMIDOS
561922|RIVAROXABAN 10MG, 30 COMPRIMIDOS
561923|USTEKINUMAB 45MG/INYECTABLE 1 INYECTABLE
561924|VALSARTAN 320MG / HIDROCLOROTIAZIDA 25MG, 28 COMPRIMIDOS
561925|VALSARTAN 320MG / HIDROCLOROTIAZIDA 12,50MG, 28 COMPRIMIDOS
561926|METFORMINA 1G, 50 COMPRIMIDOS
561927|METFORMINA 1G, 30 COMPRIMIDOS
561928|METILNALTREXONA BROMURO 12MG/INYECTABLE 7 INYECTABLE
561929|MESALAZINA 1,20G, 60 COMPRIMIDOS LIBERACION MODIFICADA
561930|BRINZOLAMIDA 10MG / TIMOLOL 5MG (POR ML) 5ML COLIRIO
561931|LEVOTIROXINA 112MCG, 28 COMPRIMIDOS
561932|LEVOTIROXINA 137MCG, 28 COMPRIMIDOS
561933|LEVOTIROXINA 88MCG, 28 COMPRIMIDOS
561934|RISPERIDONA 4MG, 20 COMPRIMIDOS
561935|GLUCOSA 5G / POTASIO CLORURO 149MG / SODIO CLORURO 58,50MG / SODIO DIHIDROGENO FOSFATO 71MG / LACTATO CALCICO 43,60MG / MAGNESIO SULFATO 24MG / ... , 5 SOBRES
561936|PERINDOPRIL 4MG, 28 COMPRIMIDOS
561937|OMALIZUMAB 150MG/INYECTABLE 1 INYECTABLE
561938|ROSUVASTATINA 10MG, 28 COMPRIMIDOS
