COD_PROC_URG|TITULO
83.92|INSERCION O SUSTITUCION DE ESTIMULADOR DE MUSCULO ESQUELETIC
83.93|EXTRACCION DE ESTIMULADOR DE MUSCULO ESQUELETICO
83.94|ASPIRACION DE BOLSA SINOVIAL
83.95|ASPIRACION DE OTRO TEJIDO BLANDO
83.96|INYECION DE SUSTANCIA TERAPEUTICA EN BOLSA SINOVIAL
83.97|INYECCION DE SUSTANCIA TERAPEUTICA EN TENDON
83.98|INYECC.DE SUSTANC.TERAPEUT.DE ACION LOCAL EN OTRO TEJIDO BLA
83.99|OTRAS OPERACIONES SOBRE MUSCULO,TENDON,FASCIA Y BOLSA SINOVI
84|OTROS PROCEDIMEINTOS SOBRE APARATO MUSCULOESQUELETICO
84.0|AMPUTACION DE MIEMBRO SUPERIOR
84.00|AMPUTACION DE MIEMBRO SUPERIOR, N. E. O. M.
84.01|AMPUTACION Y DESARTICULACION DE DEDO DE MANO
84.02|AMPUTACION Y DESARTICULACION DE DEDO PULGAR
84.03|AMPUTACION A TRAVES DE MANO
84.04|DESARTICULACION DE MUÐECA
84.05|AMPUTACION A TRAVES DE ANTEBRAZO
84.06|DESARTICULACION DE CODO
84.07|AMPUTACION A TRAVES DE HUMERO
84.08|DESARTICULACION DE HOMBRO
84.09|AMPUTACION INTER-TORACO-ESCAPULAR
84.1|AMPUTACION DE MIEMBRO INFERIOR
84.10|AMPUTACION DE MIEMBRO INFERIOR, N. E. O. M.
84.11|AMPUTACION DE DEDO DE PIE
84.12|AMPUTACION A TRAVES DE PIE
84.13|DESARTICULACION DE TOBILLO
84.14|AMPUTACION DE TOBILLO A TRAVES DE MALEOLOS DE TIBIA Y PERONE
84.15|OTRA AMPUTACION DEBAJO DE LA RODILLA
84.16|DESARTICULACION DE RODILLA
84.17|AMPUTACION POR ENCIMA DE LA RODILLA
84.18|DESARTICULACION DE CADERA
84.19|AMPUTACION ABDOMINOPELVICA
84.2|REFIJACION DE EXTREMIDAD
84.21|REFIJACION DE DEDO PULGAR
84.22|REFIJACION DE DEDO DE MANO
84.23|REFIJACION DE ANTEBRAZO, MUÐECA O MANO
84.24|REFIJACION DE BRAZO SUPERIOR
84.25|REFIJACION DE DEDO DE PIE
84.26|REFIJACION DE PIE
84.27|REFIJACION DE PIERNA INFERIOR O TOBILLO
84.28|REFIJACION DE MUSLO
84.29|OTRA REFIJACION
84.3|REVISION DE MUÐON DE AMPUTACION
84.4|IMPLANTACION O COLOCACION DE DISPOSITIVO DE MIEMBRO PROTESIC
84.40|IMPLANTAC.O COLOCAC.DE DISPOSITIVO DE MIEMBRO PROTESICO,N.E.
84.41|COLOCACION DE PROTESIS DE BRAZO SUPERIOR Y HOMBRO
84.42|COLOCACION DE PROTESIS DE BRAZO INFERIOR Y MANO
84.43|COLOCACION DE PROTESIS DE BRAZO, N. E. O. M.
84.44|IMPLANTACION DE DISPOSITIVO PROTESICO DE BRAZO
84.45|COLOCACION DE PROTESIS ENCIMA DE LA RODILLA
84.46|COLOCACION DE PROTESIS DEBAJO DE LA RODILLA
84.47|COLOCACION DE PROTESIS DE PIERNA, N. E. O. M.
84.48|IMPLANTACION DE DISPOSITIVO PROTESICO DE PIERNA
84.51|INSERCIÓN DE DISPOSITIVO DE FUSIÓN VERTEBRAL INTERSOMÁTICO
84.52|INSERCIÓN DE PROTEÍNA MORFOGENÉTICA ÓSEA RECOMBINANTE
84.9|OTRAS OPERACIONES SOBRE EL APARATO MUSCULOESQUELETICO
84.91|AMPUTACION, N. E. O. M.
84.92|SEPARACION DE GEMELOS UNIDOS IGUALES
84.93|SEPARACION DE GEMELOS UNIDOS DESIGUALES
84.99|OTRA OPERACION SOBRE APARATO MUSCULOESQUELETICO NCOC
85|OPERACIONES SOBRE LA MAMA
85.0|MASTOTOMIA
85.1|PROCEDIMIENTOS DIAGNOSTICOS SOBRE MAMA
85.11|BIOPSIA PERCUTANEA [AGUJA] CERRADA DE MAMA
85.12|BIOPSIA ABIERTA DE MAMA
85.19|OTRS PROCEDIMIENTOS DIAGNOSTICOS SOBRE MAMA
85.2|EXCISION O ELIMINACION DE TEJIDO DE LA MAMA
85.20|EXCISION O DESTRUCCION DE TEJIDO DE MAMA, N. E. O. M.
85.21|EXCISION LOCAL DE LESION DE MAMA
85.22|RESECCION DE CUADRANTE DE MAMA
85.23|MASTECTOMIA SUBTOTAL
85.24|EXCISON DE TEJIDO MAMARIO ECTOPICO
85.25|EXCISION DE PEZON
85.3|MAMOPLASTIA DE REDUCCION Y MAMECTOMIA SUBCUTANEA
85.31|MAMOPLASTIA DE REDUCCION UNILATERAL
85.32|MAMOPLASTIA DE REDUCCION BILATERAL
85.33|MASTECTOMIA SUBCUTANEA UNILATERAL CON IMPLANTACION SIMULTANE
85.34|OTRA MASTECTOMIA SUBCUTANEA UNILATERAL
85.35|MASTECTOMIA SUBCUTANEA BILATERAL CON IMPLANTACION SIMULTANEA
85.36|OTRA MASTECTOMIA SUBCUTANEA BILATERAL
85.4|MASTECTOMIA
85.41|MASTECTOMIA SIMPLE UNILATERAL
85.42|MASTECTOMIA SIMPLE BILATERAL
85.43|MASTECTOMIA SIMPLE EXTENDIDA UNILATERAL
85.44|MASTECTOMIA SIMPLE AMPLIADA BILATERAL
85.45|MASTECTOMIA RADICAL UNILATERAL
85.46|MASTECTOMIA RADICAL BILATERAL
85.47|MASTECTOMIA RADICAL EXTENDIDA UNILATERAL
85.48|MASTECTOMIA RADICAL AMPLIADA BILATERAL
85.5|MAMOPLASTIA DE AUMENTO
85.50|MAMOPLASTIA DE AUMENTO, N. E. O. M.
85.51|INYECCION DE MAMA UNILATERAL PARA AUMENTO
85.52|INYECCION DE MAMA BILATERAL PARA AUMENTO
85.53|IMPLANTE MAMARIO UNILATERAL
85.54|IMPLANTE MAMARIO BILATERAL
85.6|MASTOPEXIA
85.7|RECONSTRUCCION TOTAL DE MAMA
85.8|OTRAS OPERACIONES DE REPARACION Y PLASTICAS SOBRE MAMA
85.81|SUTURA DE HERIDA DE LA MAMA
85.82|INJERTO DE GROSOR PARCIAL EN LA PIEL DE LA MAMA
85.83|INJERTO DE GROSOR TOTAL EN LA PIEL DE LA MAMA
85.84|COLGAJO SOBRE LA MAMA
85.85|COLGAJO MUSCULAR SOBRE REGION MAMARIA
85.86|TRASPOSICION DE PEZON
85.87|OTRA REPARACION O RECONSTRUCCION DE PEZON
85.89|OTRA MAMOPLASTIA
85.9|OTRAS OPERACIONES SOBRE LA MAMA
85.91|ASPIRACION DE MAMA
85.92|INYECCION DE AGENTE TERAPEUTICO EN MAMA
85.93|REVISION DE IMPLANTE DE MAMA
85.94|EXTRACCION DE IMPLANTE DE MAMA
85.95|INSERCION DE EXPANSOR DEL TEJIDO MAMARIO
85.96|EXTRACCION DE EXPANSOR DE TEJIDO MAMARIO
85.99|OTRA OPERACION SOBRE MAMA NCOC
86|OPERACIONES SOBRE PIEL Y TEJIDO SUBCUTANEO
86.0|INCISION DE PIEL Y TEJIDO SUBCUTANEO
86.01|ASPIRACION DE PIEL Y TEJIDO SUBCUTANEO
86.02|INYECCION O TATUAJE DE LESION O DEFECTO DE LA PIEL
86.03|INCISION DE SENO O QUISTE PILONIDAL
86.04|OTRA INCISION CON DRENAJE DE PIEL Y TEJIDO SUBCUTANEO
86.05|INCISION CON EXTRACC. DE CUERPO EXTRAÐO DE PIEL Y TEJIDO SUB
86.06|INSERCION DE BOMBA INFUSORA TOTALMENTE IMPLANTABLE
86.07|INSERCION DISPOSITIVO DE ACCESO VASCULAR TOTALM. IMPLANTABLE
86.09|OTRA INCISION DE PIEL Y TEJIDO SUBCUTANEO
86.1|PROCEDIMIENTOS DIAGNOSTICOS SOBRE PIEL Y TEJIDO SUBCUTANEO
86.11|BIOPSIA DE PIEL Y TEJIDO SUBCUTANEO
86.19|OTROS PROC. DIAGN. SOBRE PIEL Y TEJIDO SUBCUTANEO
86.2|EXCISION O DESTRUCCION DE LESION O TEJIDO DE PIEL Y T.SUBCUT
86.21|EXCISION DE QUISTE O SENO PILONIDAL
86.22|DESBRIDAMIENTO EXCISIONAL DE HERIDA, INFECCION O QUEMADURA
86.23|EXTARCCION DE UÐA, LECHO DE UÐA O PLIEGUE DE UÐA
86.24|QUIMIOCIRUGIA DE PIEL
86.25|ABRASION DERMICA
86.26|LIGADURA DE APENDICE DERMICO
86.27|DESBRIDAMIENTO DE UÐA, BASE DE UÐA O PLIEGUE DE UÐA
86.28|DESBRIDAMIENTO NO EXCISIONAL DE HERIDA, INFECCION O QUEMADUR
86.3|OTRA EXCIS.LOCAL O DESTR. LESION O TEJIDO DE PIEL Y T.SUBCUT
86.4|EXCISION RADICAL DE LESION CUTANEA
86.5|SUTURA U OTRO CIERRE DE PIEL Y TEJIDO SUBCUTANEO
86.51|REIMPLANTACION DE CUERO CABELLUDO
86.59|CIERRE DE PIEL Y TEJIDO SUBCUTANEO DE OTROS SITIOS
86.6|INJERTO CUTANEO LIBRE
86.60|INJERTO CUTANEO LIBRE, N. E. O. M.
86.61|INJERTO CUTANEO DE GROSOR TOTAL A MANO
86.62|OTRO INJERTO CUTANEO A MANO
86.63|INJERTO CUTANEO DE GROSOR TOTAL A OTROS SITIOS
86.64|TRASPLANTE DE PELO
86.65|HETEROINJERTO A PIEL
86.66|HOMOINJERTO A PIEL
86.67|INJERTO REGENERATIVO DE PIEL
86.69|OTRO INJERTO CUTANEO A OTROS SITIOS
86.7|INJERTOS DE PEDICULOS O COLGAJOS
86.70|INJERTO DE PEDICULO O COLGAJO, N. E. O. M.
86.71|CORTE Y PREPARACION DE INJERTOS DE PEDICULOS O COLGAJOS
86.72|AVANCE DE INJERTO DE PEDICULO O COLGAJO A MANO
86.73|FIJACION DE INJERTO DE PEDICULO O COLGAJO A MANO
86.74|FIJACION DE INJERTO DE PEDICULO O COLGAJO A OTROS SITIOS
86.75|REVISION DE INJERTO DE PEDICULO O COLGAJO
86.8|OTRA REPARACION Y RECONSTRUCCION DE PIEL Y TEJIDO SUBCUTANEO
86.81|REPARACION DE DEBILIDAD FACIAL
86.82|RITIDECTOMIA FACIAL
86.83|OPERACION PLASTICA DE REDUCCION DE TAMAÐO
86.84|RELAJACION DE CICATRIZ O DE CONTRACTURA RETICULADA DE PIEL
86.85|CORRECCION DE SINDACTILIA
86.86|ONICOPLASTIA
86.89|OTRA REPARACION Y RECONSTRUCCION DE PIEL Y TEJIDO SUBCUTANEO
86.9|OTRAS OPERACIONES SOBRE PIEL Y TEJIDO SUBCUTANEO
86.91|EXCISION DE PIEL PARA INJERTO
86.92|ELECTROLISIS Y OTRA DEPILACION DE PIEL
86.93|INSERCION DE EXPANSOR DE TEJIDO
86.99|OTRA OPERACION SOBRE PIEL Y TEJIDO SUBCUTANEO NCOC
87|RADIOLOGIA DIAGNOSTICA
87.0|RADIOGRAFIA DE TEJIDO BLANDO DE CARA, CABEZA Y CUELLO
87.01|NEUMOENCEFALOGRAMA
87.02|OTRAS RADIOGRAFIAS DE CONTRASTE DE CEREBRO Y CRANEO
87.03|TOMOGRAFIA AXIAL COMPUTERIZADA DE CABEZA
87.04|OTRA TOMOGRAFIA DE CABEZA
87.05|DACRIOCISTOGRAFIA DE CONTRASTE
87.06|RADIOGRAFIA DE CONTRASTE DE NASOFARINGE
87.07|LARINGOGRAFIA DE CONTRASTE
87.08|LINFAGIOGRAFIA CERVICAL
87.09|OTRA RADIOGRAFIA DE TEJIDO BLANDO DE CARA,CABEZA Y CUELLO
87.1|OTRA RADIOGRAFIA DE CARA, CABEZA Y CUELLO
87.11|RADIOGRAFIA DENTAL DE BOCA ENTERA
87.12|OTRA RADIOGRAFIA DENTAL
87.13|ARTROGRAFIA DE CONTRASTE TEMPOROMANDIBULAR
87.14|RADIOGRAFIA DE CONTRASTE DE ORBITA
87.15|RADIOGRAFIA DE CONTRASTE DE SENO
87.16|OTRA RADIOGRAFIA DE HUESOS FACIALES
87.17|OTRA RADIOGRAFIA DE CRANEO
87.2|RADIOGRAFIA DE COLUMNA DORSAL
87.21|MIELOGRAFIA DE CONTRASTE
87.22|OTRA RADIOGRAFIA DE COLUMNA CERVICAL
87.23|OTRA RADIOGRAFIA DE COLUMNA TORACICA
87.24|OTRA RADIOGRAFIA DE COLUMNA LUMBOSACRA
87.29|OTRA RADIOGRAFIA DE COLUMNA VERTEBRAL
87.3|RADIOGRAFIA DE TEJIDOS BLANDOS DE TORAX
87.31|BRONCOGRAFIA ENDOTRAQUEAL
87.32|OTRA BRONCOGRAFIA DE CONTRASTE
87.33|NEUMOGRAFIA MEDIASTINICA
87.34|LINFANGIOGRAFIA INTRATORACICA
87.35|RADIOGRAFIA DE CONTRASTE DE CONDUCTOS MAMARIOS
87.36|XEROGRAFIA DE MAMA
87.37|OTRA MAMOGRAFIA
87.38|SINOGRAFIA DE PARED TORACICA
87.39|OTRA RADIOGRAFIA DE TEJIDOS BLANDOS DE PARED TORACICA
87.4|OTRA RADIOGRAFIA DE TORAX
87.41|TOMOGRAFIA AXIAL COMPUTERIZADA DE TORAX
87.42|OTRA TOMOGRAFIA DE TORAX
87.43|RADIOGRAFIA DE COSTILLAS, ESTERNON Y CLAVICULA
87.44|RADIOGRAFIA TORACICA RUTINARIA, DESCRITA COMO TAL
87.49|OTRA RADIOGRAFIA TORACICA
87.5|RADIOGRAFIA DE TRACTO BILIAR
87.51|COLANGIOGRAFIA HEPATICA PERCUTANEA
87.52|COLANGIOGRAFIA INTRAVENOSA
87.53|COLANGIOGRAFIA INTRAOPERATORIA
87.54|OTRA COLANGIOGRAFIA
87.59|OTRA RADIOGRAFIA DEL TRACTO BILIAR
87.6|OTRA RADIOGRAFIA DEL APARATO DIGESTIVO
87.61|TRAGO DE PAPILLA
87.62|TRANSITO ESOFAGO-GASTRO-INTESTINAL
87.63|SERIE DE INTESTINO DELGADO
87.64|SERIE DE INTESTINO GRUESO (ENEMA OPACO)
87.65|OTRA RADIOGRAFIA DE INTESTINO
87.66|PANCREATOGRAFIA DE CONTRASTE
87.69|OTRA RADIOGRAFIA DEL TRACTO DIGESTIVO
87.7|RADIOGRAFIA DEL APARATO URINARIO
87.71|TOMOGRAFIA AXIAL COMPUTERIZADA DE RIÐON
87.72|OTRA NEFROTOMOGRAFIA
87.73|PIELOGRAFIA INTRAVENOSA
87.74|PIELOGRAFIA RETROGRADA
87.75|PIELOGRAFIA PERCUTANEA
87.76|CISTOURETROGRAFIA RETROGRADA
87.77|OTRA CISTOGRAFIA
87.78|CONDUCTOGRAFIA ILEAL
87.79|OTRA RADIOGRAFIA DEL APARATO URINARIO
87.8|RADIOGRAFIA DE ORGANOS GENITALES FEMENINOS
87.81|RADIOGRAFIA DE UTERO GRAVIDO
87.82|HISTEROSALPINGOGRAFIA DE CONTRASTE POR GAS
87.83|HISTEROSALPINGOGRAFIA CON CONTRATE RADIOPACO
87.84|HISTEROGRAFIA PERCUTANEA
87.85|OTRA RADIOGRAFIA DE TROMPAS DE FALOPIO Y UTERO
87.89|OTRA RADIOGRAFIA DE ORGANOS GENITALES FEMENINOS
87.9|RADIOGRAFIA DE ORGANOS GENITALES MASCULINOS
87.91|RADIOGRAFIA DE CONTRASTE DE VESICULAS SEMINALES
87.92|OTRA RADIOGRAFIA DE PROSTATA Y VESICULAS SEMINALES
87.93|EPIDIDIMOGRAFIA DE CONTRASTE
87.94|VASOGRAFIA DE CONTRASTE (DEFERENTOGRAFIA)
87.95|OTRA RADIOGRAFIA DE EPIDIDIMO Y CONDUCTOS DEFERENTES
87.99|OTRA RADIOGRAFIA DE ORGANOS GENITALES MASCULINOS
88|OTRA RADIOLOGIA DIAGNOSTICA Y TECNICAS CONEXAS
88.0|RADIOGRAFIA DE TEJIDOS BLANDOS DE ABDOMEN
88.01|TOMOGRAFIA AXIAL COMPUTERIZADA DE ABDOMEN
88.02|OTRA TOMOGRAFIA DE ABDOMEN
88.03|SINOGRAFIA DE PARED ABDOMINAL
88.04|LINFANGIOGRAFIA ABDOMINAL
88.09|OTRA RADIOGRAFIA DE TEJIDOS BLANDOS DE PARED ABDOMINAL
88.1|OTRA RADIOGRAFIA DE ABDOMEN
88.11|RADIOGRAFIA PELVICA DE CONTRASTE POR CONTRASTE OPACO
88.12|RADIOGRAFIA PELVICA DE CONTRATE POR GAS
88.13|OTRA NEUMOGRAFIA PERITONEAL
88.14|FISTULOGRAFIA RETROPERITONEAL
88.15|NEUMOGRAFIA RETROPERITONEAL
88.16|OTRA RADIOGRAFIA PERITONEAL
88.19|OTRA RADIOGRAFIA DE ABDOMEN
88.2|RADIOGRAFIA ESQUELETICA DE EXTREMIDADES Y PELVIS
88.21|RADIOGRAFIA ESQUELETICA DE HOMBRO Y BRAZO SUPERIOR
88.22|RADIOGRAFIA ESQUELETICA DE CODO Y ANTEBRAZO
88.23|RADIOGRAFIA ESQUELETICA DE MUÐECA Y MANO
88.24|RADIOGRAFIA ESQUELETICA DE MIEMBRO SUPERIOR, N. E .O. M.
88.25|PELVIMERTIA
88.26|OTRA RADIOGRAFIA ESQUELETICA DE PELVIS Y CADERA
88.27|RADIOGRAFIA ESQUELETICA DE MUSLO, RODILLAS Y PIERNA INFERIOR
88.28|RADIOGRAFIA ESQUELETICA DE TOBILLO Y PIE
88.29|RADIOGRAFIA ESQUELETICA DE MIEMBRO INFERIOR, N. E .O . M.
88.3|OTRA RADIOGRAFIA
88.31|SERIE ESQUELETICA
88.32|ARTROGRAFIA DE CONTRASTE
88.33|OTRA RADIOGRAFIA ESQUELETICA
88.34|LINFANGIOGRAFIA DE MIEMBRO SUPERIOR
88.35|OTRA RADIOGRAFIA DE TEJIDOS BLANDOS DE MIEMBRO SUPERIOR
88.36|LINFANGIOGRAFIA DE MIEMBRO INFERIOR
88.37|OTRA RADIOGRAFIA DE TEJIDOS BLANDOS DE MIEMBRO INFERIOR
88.38|OTRA TOMOGRAFIA AXIAL COMPUTERIZADA
88.39|RADIOGRAFIA, OTRA Y NO ESPECIFICADA
88.4|ARTERIOGRAFIA CON EMPLEO DE MATERIAL DE CONTRASTE
88.40|ARTERIOGRAFIA CON EMPLEO DE MATERIAL DE CONTRASTE,SITIO NO E
88.41|ARTERIOGRAFIA DE ARTERIAS CEREBRALES
88.42|AORTOGRAFIA
88.43|ARTERIOGRAFIA DE ARTERIAS PULMONARES
88.44|ARTERIOGRAFIA DE OTROS VASOS INTRATORACICOS
88.45|ARTERIOGRAFIA DE ARTERIAS RENALES
88.46|ARTERIOGRAFIA DE PLACENTA
88.47|ARTERIOGRAFIA DE OTRAS ARTERIAS INTRA-ABDOMINALES
88.48|ARTERIOG. DE ARTERIAS FEMORALES Y OTRAS ART. DE EXTRE.INF.
88.49|ARTERIOGRAFIA DE OTROS SITIOS ESPECIFICADOS
88.5|ANGIOCARDIOGRAFIA CON EMPLEO DE MATERIAL DE CONTRASTE
88.50|ANGIOCARDIOGRAFIA, N. E. O. M.
88.51|ANGIOCARDIOGRAFIA DE VENAS CAVAS
88.52|ANGIOCARDIOGRAFIA DE ESTRUCTURAS CARDIACAS DERECHAS
88.53|ANGIOCARDIOGRAFIA DE ESTRUCTURAS CARDIACAS IZQUIERDAS
88.54|ANGIOCARDIOGRAFIA COMBINADA DEL CORAZON DERECHO E IZQUIERDO
88.55|ARTERIOGRAFIA CORONARIA CON EMPLEO DE UN SOLO CATETER
88.56|ARTERIOGRAFIA CORORNARIA CON EMPLEO DE DOS CATETERES
88.57|OTRA ARTERIOGRAFIA CORONARIA Y ARTERGR.CORONARIA NO ESPECIFI
88.58|ROENTGENOGRAFIA CARDIACA DE CONTRASTE NEGATIVO
88.6|FLEBOGRAFIA
88.60|FLEBOGRAFIA CON EMPLEO DE MATERIAL DE CONTRASTE,SITIO NO ESP
88.61|FLEBOGRF.DE V.DE CABEZA Y CUELLO CON EMPLEO DE MATER.D.CONTR
88.62|FLEBOGRAFIA DE V.PULMONARES CON EMPLEO DE MATERIAL DE CONTRA
88.63|FLEBOGRF.DE OTRAS V.INTRATORA. CON EMPLEO DE MATER.DE CONTRA
88.64|FLEBOGRF.DEL SISTEMA DE V.PROTA CON EMPLEO DE MATER.DE CONTR
88.65|FLEBOGRF.DE OTRAS V.INTRABDOMIN.CON EMPLEO DE MATER.DE CONTR
88.66|FLEB.DE V. FEMORALES Y OTRAS V.DE M.M.I.I.CON EMP.MA.DE CONT
88.67|FLEBOGRAFIA DE OTROS SITIOS ESPECIFIC. CON EMPLEO DE MAT.D.C
88.68|FLEBOGRAFIA DE IMPEDANCIA
88.7|UTRASONIDOS DIAGNOSTICOS
88.71|ULTRASONIDOS DIAGNOSTICOS DE CABEZA Y CUELLO
88.72|ULTRASONIDOS DIAGNOSTICOS DE CORAZON
88.73|ULTRASONIDOS DIAGNOSTICOS DE OTROS SITIOS TORACICOS
88.74|ULTRASONIDOS DIAGNOSTICOS DE APARATO DIGESTIVO
88.75|ULTRASONIDOS DIAGNOSTICOS DE APARATO URINARIO
88.76|ULTRASONIDOS DIAGNOSTICOS DE ABDOMEN Y RETROPERITONEO
88.77|ULTRASONIDOS DIAGNOSTICOS DEL SISTEMA VASCULAR PERIFERICO
88.78|ULTRASONIDOS DIAGNOSTICOS DE UTERO GRAVIDO
88.79|OTROS ULTRASONIDOS DIAGNOSTICOS
88.8|TERMOGRAFIA
88.81|TERMOGRAFIA CEREBRAL
88.82|TERMOGRAFIA OCULAR
88.83|TERMOGRAFIA DE HUESO
88.84|TERMOGRAFIA DE MUSCULO
88.85|TERMOGRAFIA DE MAMA
88.86|TERMOGRAFIA DE VASO SANGUINEO
88.89|TERMOGRAFIA DE OTROS SITIOS
88.9|OTROS DIAGNOSTICOS POR IMAGENES
88.90|DIAGNOSTICO POR IMAGENES, NO CLASIFICADO DE OTRO MODO
88.91|IMAGENES DE RESONANCIA MAGNETICA DE CEREBRO Y TRONCO CEREBRA
88.92|IMAGENES DE RESONANCIA MAGNETICA DE TORAX Y MIOCARDIO
88.93|IMAGENES DE RESONANCIA MAGNETICA DEL CANAL ESPINAL
88.94|IMAGENES DE RESONANCIA MAGNETICA DEL SISTEMA MUSCULOESQUELET
88.95|IMAGENES DE RESONANCIA MAGNETICA DE PELVIS, PROSTATA Y VEJIG
88.96|Otra resonancia magnética intraoperatoria
88.97|RESONANCIA MAGNETICA NUCLEAR DE OTROS SITIOS ESPECIFICADOS
88.98|ESTUDIO DE LA DENSIDAD MINERAL OSEA
89|ENTREVISTA, EVALUACION CONSULTA Y EXAMEN
89.0|ENTREVISTA, EVALUACION, CONSULTA Y EXAMEN DIAGNOSTICAS
89.01|ENTREVISTA Y EVALUACION, DESCRITAS COMO BREVES
89.02|ENTREVISTA Y EVALUACION, DESCRITAS COMO LIMITADAS
89.03|ENTREVISTA Y EVALUACION, DESCRITAS COMO GLOBALES
89.04|OTRA ENTREVISTA Y EVALUACION
89.05|ENTREVISTA Y EVALUACION DIAGNOSTICAS, N. E. O. M.
89.06|CONSULTA,DESCRITA COMO LIMITADA
89.07|CONSULTA, DESCRITA COMO GLOBAL
89.08|OTRA CONSULTA
89.09|CONSULTA, N. E. O. M.
89.1|MEDICIONES ANAT.FISIOL. Y EXAMEN MANUAL -S.NERVIOSO,ORG.SENT
89.10|PRUEBA DEL AMOBARBITAL INTRACAROTIDO
89.11|TONOMETRIA
89.12|ESTUDIO DE FUNCION NASAL
89.13|EXAMEN NEUROLOGICO
89.14|ELECTROENCEFALOGRAMA
89.15|OTRAS PRUEBAS DE FUNCIONAMIENTO NEUROLOGICO NO QUIRURGICAS
89.16|TRANSILUMINACION CRANEAL DE RECIEN NACIDO
89.17|POLISOMNOGRAMA
89.18|OTRAS PRUEBAS FUNCIONALES DEL TRASTORNO DEL SUEÐO
89.19|MONITORIZACION ELECTROENCEFALOGRAFICA VIDEO Y RADIO-TELEMETR
89.2|MEDICIONES ANAT.FISIOL. Y EXAMEN MANUAL -AP.GENITOURINARIO
89.21|MANOMETRIA URINARIA
89.22|CISTOMETROGRAMA
89.23|ELECTROMIOGRAMA DE ESFINTER URETRAL
89.24|UROFLUJOMETRIA [UFR]
89.25|PERFIL DE PRESION URETRAL [UPP]
89.26|EXAMEN GINECOLOGICO
89.29|OTRAS MEDICIONES DEL APARATO GENITOURINARIO NO OPERATORIAS
89.3|OTRAS MEDICIONES ANAT.FISIOL. Y OTROS EXAMENES MANUALES
89.31|EXAMEN DENTAL
89.32|MANOMETRIA ESOFAGICA
89.33|EXAMEN DIGITAL DE ESTOMA DE ENTEROSTOMIA
89.34|EXAMEN DIGITAL DE RECTO
89.35|TRANSILUMINACION DE SENOS NASALES
89.36|EXAMEN MANUAL DE MAMA
89.37|DETERMINACION DE CAPACIDAD VITAL
89.38|OTRAS MEDICIONES RESPIRATORIAS NO QUIRURGICAS
89.39|OTRAS MEDICIONES Y EXAMENES NO QUIRURGICOS
89.4|PRUEBAS DE STRESS CARDIACO Y COMPROBACIONES DE MERCAPASOS
89.41|PRUEBA DE ESFUERZO CARDIOVASCULAR CON EMPLEO DE CINTA RODANT
89.42|PRUEBA DE ESFUERZO EN DOS FASES DE MASTERS
89.43|PRUEBA DE ESFUERZO CARDIOVASC. CON EMPLEO DE ERGOMETRO DE BI
89.44|OTRA PRUEBA DE ESFUERZO CARDIOVASCULAR
89.45|COMPROBACION DE REGIMEN DE MARCAPASOS ARTIFICIAL
89.46|COMPROBACION DE FORMA DE ONDA DE ARTEFACTO DE MARCAPASOS ART
89.47|COMPROBACION DE IMPEDANCIA DE ELECTRODO DE MARCAPASOS ARTIFI
89.48|COMPROBACION DE UMBRAL DE TENSION O AMPERAJE DE MARCAP. ARTI
89.5|OTROS PROCED.DIAGNOSTICOS CARDIACOS Y VASCULARES NO QUIRURGI
89.50|MONITORIZACION CARDIACA AMBULATORIA
89.51|ELECTROCARDIOGRAMA DE RITMO
89.52|ELECTROCARDIOGRAMA
89.53|VECTORCARDIOGRAMA (CON ECG)
89.54|MONITORIZACION ELECTROCARDIOGRAFICA
89.55|FONOCARDIOGRAMA CON ELECTRODO DE ECG
89.56|DETECCION DE PULSO CAROTIDEO CON ELECTRODO DE ECG
89.57|APICOGRAMA (CON ELECTRODO DE ECG)
89.58|PLETISMOGRAMA
89.59|OTRAS MEDICIONES CARDIACAS Y VASCULARES NO OPERATORIAS
89.6|MONITORIZACION CIRCULATORIA
89.60|GASOMETRÍA asometría  intraarterial continua
89.61|MONITORIZACION DE PRESION ARTERIAL SISTEMICA
89.62|MONITORIZACION DE PRESION VENOSA CENTRAL
89.63|MONITORIZACION DE PRESION DE ARTERIA PULMONAR
89.64|MONITORIZACION DE PRESION DE ENCLAVAMIENTO DE ARTERIA PULMON
89.65|MEDICION DE GASES EN LA SANGRE ARTERIAL SISTEMICA
89.66|MEDICION DE GASES MIXTOS EN LA SANGRE VENOSA
89.67|MONITORIZAC.DE GASTO CARDIACO POR TECNICAS DE CONSUMO DE OXI
89.68|MONITORIZACION DE GASTO CARDIACO POR OTRA TECNICA
89.69|MONITORIZACION DE FLUJO SANGUINEO CORONARIO
89.7|RECONOCIMIENTO MEDICO GENERAL
89.8|AUTOPSIA
90|EXAMEN MICROSCOPICO I
90.0|EXAMEN MICROSCOPICO MUESTRA SISTEMA NERVIOSO Y L.CEFALORRAQU
90.01|E.M. DE S.NERVIOSO Y L. CEFALORRAQUIDEO FROTIS BACTERIANO
90.02|E.M. DE S.NERVIOSO Y L.CEFALORRAQUIDEO CULTIVO
90.03|E.M. DE S.NERVIOSO Y L.CEFALORRAQUIDEO CULTIVO Y SENSIBILIDA
90.04|E.M. DE S.NERVIOSO Y L.CEFALORRAQUIDEO PARASITOLOGIA
90.05|E.M. DE S.NERVIOSO Y L.CEFALORRAQUIDEO TOXICOLOGIA
